"pitch_type","bat_order","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeChangeUp","prev_pitch_typeFastball","prev_pitch_typeKnuckleBall","prev_pitch_typeOthers","prev_pitch_typeSlider.Cutter","prevprev_pitch_type0","prevprev_pitch_typeChangeUp","prevprev_pitch_typeFastball","prevprev_pitch_typeKnuckleBall","prevprev_pitch_typeOthers","prevprev_pitch_typeSlider.Cutter"
"KnuckleBall",7,"0","1",3,"1","2",0,0,0,0,2,1.83,5,0.255,1,-1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",5,"0","1",4,"0","0",0,0,0,0,1,6.86,6,0.169,2,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",1,"0","0",0,0,0,0,0,5.11,2,0.184,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",1,"0","0",2,"1","0",0,0,0,0,-3,0,16,0.274,2,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",2,"1","0",0,0,0,0,1,2.2,66,0.325,17,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",4,"0","1",1,0,0,0,2,4.31,11,0.168,3,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",4,"3","2",0,0,0,0,3,2.25,6,0.16,2,-1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","0",1,"3","0",0,0,1,0,0,8.4,5,0.271,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"KnuckleBall",3,"0","1",5,"1","1",2,0,0,0,-1,3.16,105,0.273,28,1,6,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",7,"0","0",2,"0","0",0,0,0,0,-1,3.52,27,0.219,7,1,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",1,"0","0",0,1,0,1,1,0,21,0.255,6,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",6,"0","0",2,"0","1",0,0,0,0,-1,3.7,73,0.278,20,-1,3,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",8,"3","1",0,0,1,0,6,1.83,12,0.241,4,-1,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",6,"0","1",7,"3","2",0,0,0,0,5,2.2,13,0.339,3,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",1,"0","0",0,1,0,0,-2,5.74,10,0.225,4,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",1,"1","0",0,0,0,0,0,3.52,22,0.342,5,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"0","2",0,0,0,0,2,0,22,0.264,7,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",9,"0","0",3,"0","2",0,1,0,0,2,2.2,28,0.247,5,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",6,"0","1",2,"0","0",1,0,0,0,1,1.87,14,0.213,5,1,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","0",4,"3","2",0,0,0,0,3,3.82,77,0.283,21,-1,3,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","0",1,"2","2",0,0,0,0,0,2.2,13,0.313,1,-1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",1,"1","0",2,0,0,0,0,1.83,89,0.259,26,-1,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","0",3,"1","1",0,0,0,0,-1,3.52,28,0.313,4,1,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Slider.Cutter",2,"0","0",1,"1","1",0,1,0,0,0,7.36,29,0.271,7,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Fastball",8,"0","1",5,"1","1",1,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",1,"0","0",2,0,0,0,0,1.98,98,0.274,26,-1,6,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",5,"0","0",2,"0","1",0,0,0,0,0,0,0,0.5,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"KnuckleBall",1,"0","1",4,"3","2",2,0,0,0,0,8.4,4,0.2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",8,"0","0",3,"0","1",1,1,0,0,2,1.83,40,0.254,10,-1,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"1","0",1,0,0,0,0,0,1,0.25,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",5,"0","0",2,0,0,0,-1,3.16,105,0.273,28,1,6,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",9,"0","0",3,"2","0",0,0,0,0,2,1.87,30,0.248,3,1,5,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",9,"0","1",2,"1","0",1,0,0,1,-1,2.25,27,0.211,8,-1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",9,"0","1",2,"0","0",2,0,0,0,3,3.82,14,0.198,1,-1,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",8,"0","0",2,"2","2",1,1,1,0,4,5.08,1,0.271,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",4,"0","1",2,"2","2",0,1,1,0,-4,0,12,0.3,3,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",3,"0","1",1,"0","0",0,1,0,0,-2,0,1,0.2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",3,"1","2",1,0,0,0,1,8.4,4,0.176,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",2,"0","1",3,"0","0",1,0,1,0,-4,0,22,0.264,7,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"2","0",0,0,1,0,0,3.59,25,0.219,7,-1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",9,"0","1",2,"1","1",1,0,0,1,-1,2.25,27,0.211,8,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",9,"0","0",2,"2","2",2,0,0,0,0,3.59,8,0.25,0,-1,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",9,"0","1",4,"2","2",1,0,0,0,0,8.4,4,0.364,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","1",1,"1","1",0,0,0,0,3,2.25,14,0.305,4,-1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",0,"0","1",6,"1","1",0,0,0,0,1,1.87,0,0,0,1,5,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",5,"0","1",6,"1","0",1,0,0,1,1,2.86,39,0.298,13,-1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",2,"1","0",1,0,0,0,0,4.31,16,0.277,5,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",1,"1","1",0,0,0,0,1,2.19,48,0.289,9,-1,6,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Slider.Cutter",6,"0","1",4,"1","0",1,1,0,0,-4,0,10,0.179,5,-1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",6,"0","1",4,"1","2",1,1,0,0,-4,0,10,0.179,5,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"KnuckleBall",4,"0","1",4,"1","2",0,0,0,0,2,2.2,66,0.325,17,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",6,"0","1",6,"0","0",1,1,0,0,-2,7.36,20,0.317,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","0",3,"1","1",1,1,0,0,2,1.83,40,0.254,10,-1,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",5,"0","1",3,"0","0",2,1,1,1,1,1.87,45,0.249,6,1,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","0",3,"1","0",0,0,1,0,1,6.86,9,0.224,5,-1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Fastball",2,"0","1",1,"0","0",0,1,0,0,0,8.4,6,0.232,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"2","2",1,0,0,0,0,1.91,17,0.292,0,-1,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",9,"0","1",4,"0","1",1,0,0,0,0,8.4,4,0.364,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",5,"0","1",5,"0","0",1,1,1,0,0,8.4,4,0.176,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",9,"0","1",2,"0","0",1,1,1,0,-1,3.16,21,0.254,5,1,6,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",6,"0","1",4,"2","2",1,0,0,0,0,2.25,33,0.274,4,-1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",3,"0","1",3,"2","2",1,0,0,0,-1,5.74,10,0.225,4,-1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",6,"0","1",4,"0","0",0,0,0,0,-1,5.74,10,0.286,1,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"1","2",1,0,0,0,3,2.25,3,0.164,0,-1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",7,"0","1",2,"1","2",0,0,0,0,0,3.59,16,0.228,1,-1,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",7,"0","1",6,"0","0",2,1,0,0,-2,7.36,12,0.237,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",4,"1","1",2,0,0,0,0,2.86,31,0.237,8,-1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",5,"0","1",4,"0","0",1,0,0,0,2,3.59,10,0.339,1,-1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",1,"0","1",3,"1","1",1,0,0,0,0,7.36,23,0.256,5,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Fastball",7,"0","1",2,"3","1",1,1,0,0,4,5.08,12,0.189,3,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",8,"0","1",5,"1","2",1,0,0,0,5,2.2,33,0.232,11,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",4,"0","1",2,"0","0",0,0,0,0,2,3,2,0.292,0,-1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",1,"0","0",0,1,0,0,0,3.82,59,0.273,15,-1,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",3,"0","1",3,"0","1",2,0,0,0,2,3.59,29,0.238,11,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",5,"1","1",1,0,0,0,-2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",9,"0","1",7,"0","1",1,0,0,0,-1,5.74,2,0.184,1,-1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",2,"0","0",0,0,0,0,2,3,0,0,0,-1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",2,"0","0",1,0,0,0,-1,5.74,5,0.229,1,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",8,"0","0",6,"0","0",1,1,0,1,2,2.25,0,0,0,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",5,"0","0",2,1,0,0,-2,0,1,0.25,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",1,"2","1",0,0,0,0,0,1.87,45,0.257,9,1,5,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",2,"0","1",3,"3","1",0,1,0,0,0,2.86,13,0.354,1,-1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",5,"0","1",1,"3","1",1,0,1,1,0,3.82,47,0.219,17,-1,3,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",3,"0","0",1,"0","2",2,0,0,0,0,3.72,28,0.324,10,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Fastball",4,"0","0",1,"0","0",2,1,0,0,3,2.25,19,0.234,7,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",3,"0","0",1,"2","0",0,0,1,0,0,8.4,5,0.271,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",6,"0","1",2,"0","1",0,0,0,0,1,2.2,4,0.256,2,-1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Fastball",8,"0","1",5,"2","1",0,0,0,0,1,3.59,2,0.278,0,-1,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",1,"0","1",1,"1","0",0,0,0,0,0,3.82,28,0.253,2,-1,3,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",9,"0","0",4,"1","2",0,0,0,1,1,2.2,0,0.174,0,-1,3,0,6,6,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",1,"0","1",3,"2","0",0,1,0,0,2,2.2,15,0.289,0,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",4,"0","1",6,"0","2",1,0,0,0,5,2.38,71,0.323,23,-1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Fastball",2,"0","1",1,"0","0",0,1,0,0,0,2.86,13,0.354,1,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","0",4,"3","0",1,1,1,0,5,5.08,1,0.271,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",8,"0","0",2,"3","2",1,0,1,0,3,2.25,0,0,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Fastball",3,"0","1",3,"0","0",2,0,0,0,4,5.08,20,0.275,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",8,"0","1",4,"2","2",0,1,0,0,0,3.52,8,0.181,1,1,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",9,"0","1",2,"1","0",0,1,0,0,-1,3.7,45,0.256,3,-1,3,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",2,"0","1",1,"1","2",0,0,1,0,0,2.2,50,0.236,15,-1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",3,"0","0",3,"0","1",0,0,0,0,-1,3.52,28,0.313,4,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",3,"0","0",0,0,0,0,-1,5.74,15,0.315,6,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",2,"0","2",1,0,0,0,4,5.08,18,0.293,2,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"KnuckleBall",3,"0","1",3,"0","2",1,0,0,0,-1,5.74,10,0.225,4,-1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","1",6,"2","1",1,1,0,0,1,2.76,6,0.186,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",7,"0","1",8,"0","0",1,1,1,0,6,1.83,5,0.255,1,-1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",4,"2","2",0,0,0,0,0,3.72,40,0.308,9,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",8,"0","1",5,"0","0",0,0,0,0,2,2.25,12,0.199,3,-1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",8,"0","1",2,"0","1",1,1,1,0,-1,3.16,36,0.261,11,1,6,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",2,"1","2",0,0,0,0,3,2.38,53,0.303,16,-1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",7,"0","0",0,0,0,0,0,1.98,98,0.274,26,-1,6,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",3,"0","1",1,"3","2",1,0,0,0,0,1.87,93,0.255,26,1,5,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",6,"0","1",6,"1","0",1,0,0,0,5,5.08,8,0.213,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",9,"0","1",4,"1","2",2,1,1,1,5,5.08,1,0.25,1,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"KnuckleBall",5,"0","1",1,"1","2",2,1,1,0,0,3.52,6,0.243,2,1,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",2,"0","0",1,"0","1",1,0,0,0,0,2.76,30,0.243,5,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",1,"2","1",2,0,0,0,0,3.16,105,0.273,28,1,6,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",8,"0","1",7,"2","1",0,0,0,0,-1,5.74,0,0,0,-1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Fastball",9,"0","0",3,"0","0",0,0,0,0,0,7.36,7,0.351,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",4,"0","0",1,0,0,0,-2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",1,"0","1",5,"0","0",0,0,0,0,3,3.82,28,0.253,2,-1,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",6,"1","2",2,0,0,0,5,2.2,31,0.177,8,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",2,"0","1",4,"2","2",0,0,0,0,1,0,2,0.286,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",5,"0","2",2,0,0,0,-2,7.36,29,0.313,6,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"KnuckleBall",3,"0","1",1,"1","2",0,1,1,0,2,6.86,11,0.198,3,-1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",9,"0","1",5,"3","1",2,0,0,0,1,0,4,0.2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","1",5,"3","2",0,0,0,0,5,5.08,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","0",3,"1","1",2,0,1,0,0,1.98,56,0.281,16,-1,6,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",6,"0","1",4,"0","1",1,0,0,0,0,2.25,33,0.274,4,-1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","0",2,"2","1",0,0,0,0,2,5.11,3,0.138,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Fastball",5,"0","1",3,"1","0",2,1,1,0,3,3.82,47,0.219,17,-1,3,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","0",6,"0","1",1,1,0,0,1,3.72,29,0.26,9,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",3,"0","0",1,0,1,0,1,2.25,15,0.187,5,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",1,"0","2",0,1,0,0,1,2.19,91,0.268,33,-1,6,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",5,"0","1",6,"0","0",0,0,0,0,-1,5.74,8,0.216,0,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",6,"0","1",1,"0","1",1,0,0,1,-2,2.19,23,0.221,7,-1,6,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",2,"0","1",1,"2","2",1,0,0,0,0,3.16,111,0.29,36,1,6,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",4,"0","1",1,"2","0",0,0,1,1,1,2.19,69,0.276,12,-1,6,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Slider.Cutter",8,"0","1",3,"2","1",0,0,0,0,-4,0,6,0.165,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Fastball",7,"0","1",5,"0","0",0,0,0,0,0,3.72,21,0.274,2,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","0",2,"0","0",1,1,1,0,4,5.08,1,0.271,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",2,"1","1",0,1,0,0,0,2.86,4,0.213,0,-1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",6,"2","1",0,0,0,0,-2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",1,"0","1",5,"1","2",2,0,0,0,1,6.86,15,0.355,2,-1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"KnuckleBall",6,"0","1",2,"3","2",1,0,0,0,4,5.08,8,0.213,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",8,"0","1",4,"1","0",0,1,1,0,1,1.87,13,0.207,2,1,5,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",3,"0","1",7,"0","1",1,1,0,0,6,1.83,89,0.259,26,-1,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",3,"1","1",2,0,1,0,1,2.25,7,0.2,3,-1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",4,"0","1",4,"3","2",0,1,0,0,0,1.91,69,0.324,17,-1,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",6,"0","1",4,"0","0",0,0,0,0,1,1.87,14,0.213,5,1,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",9,"0","0",5,"0","0",1,0,0,0,1,3.59,8,0.25,0,-1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",9,"0","1",6,"1","0",0,0,0,0,1,2.76,35,0.221,7,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",4,"0","2",1,1,0,0,2,2.2,31,0.177,8,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",7,"0","0",2,"1","0",2,1,0,0,0,1.91,37,0.258,8,-1,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",5,"2","2",1,0,0,0,-2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",3,"0","0",1,"0","0",2,0,0,0,2,3,7,0.609,5,-1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",1,"0","1",5,"2","1",0,0,0,0,-2,7.36,23,0.256,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",1,"0","0",6,"0","0",0,0,0,0,6,0,0,0.125,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",7,"0","1",5,"2","2",2,0,0,0,0,1.98,43,0.258,7,-1,6,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"KnuckleBall",2,"0","0",3,"1","2",0,0,1,0,1,6.86,9,0.224,5,-1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",2,"0","1",1,"1","0",0,0,1,0,0,0,2,0.286,1,-1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",4,"0","1",5,"0","0",1,0,1,0,0,3,2,0.292,0,-1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",4,"0","0",1,1,0,0,4,1.83,42,0.241,5,-1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",2,"0","1",3,"1","2",1,1,1,0,2,2.2,32,0.269,2,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"KnuckleBall",3,"0","1",3,"1","1",0,1,0,0,3,3.82,59,0.273,15,-1,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"KnuckleBall",4,"0","1",3,"1","1",2,0,0,1,1,6.86,7,0.174,2,-1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",1,"0","1",5,"2","2",2,0,0,0,1,6.86,15,0.355,2,-1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",8,"0","1",4,"1","1",0,1,1,0,1,1.87,13,0.207,2,1,5,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",2,"0","1",1,"0","0",1,0,0,0,0,2.2,32,0.269,2,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",4,"1","1",1,1,0,0,5,5.08,12,0.189,3,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",7,"0","0",2,"0","1",0,0,0,0,-1,3.52,27,0.219,7,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",6,"1","1",0,0,0,0,5,2.2,52,0.283,4,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",2,"0","1",3,"2","2",1,1,1,0,2,2.2,32,0.269,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",5,"0","1",2,"0","1",0,0,0,0,1,1.87,45,0.249,6,1,5,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",4,"1","1",0,1,0,0,0,3.52,8,0.181,1,1,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",8,"0","1",5,"0","1",0,0,0,0,0,1.91,3,0.257,0,-1,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",4,"1","0",0,1,1,1,-2,3.52,6,0.303,3,1,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Fastball",2,"0","1",4,"1","0",0,0,0,0,4,3,2,0.136,1,-1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
