"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeCH","prev_pitch_typeCU","prev_pitch_typeFA","prev_pitch_typeFC","prev_pitch_typeFF","prev_pitch_typeFT","prev_pitch_typeSL","prevprev_pitch_type0","prevprev_pitch_typeCH","prevprev_pitch_typeCU","prevprev_pitch_typeFC","prevprev_pitch_typeFF","prevprev_pitch_typeFT","prevprev_pitch_typeSL"
"FC",30,"1","0",7,"0","0",2,0,1,0,-3,1.88,24,0.201,6,-1,8,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",1,"1","0",1,"1","2",0,0,0,0,0,2.18,21,0.289,1,1,10,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FF",14,"1","1",3,"3","0",0,1,1,1,-1,1.85,18,0.275,3,-1,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"FC",1,"1","0",1,"3","2",0,0,0,0,0,3.47,26,0.26,5,-1,9,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",21,"1","1",5,"1","1",1,0,1,0,-2,2.93,19,0.316,3,-1,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FF",6,"1","1",2,"0","0",1,0,0,0,0,4.5,2,0.143,1,-1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",1,"1","0",1,"1","0",0,0,0,0,0,2.23,56,0.273,7,1,17,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",19,"1","0",5,"0","1",0,0,0,0,-2,1.93,2,0.278,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FF",26,"1","0",8,"0","1",0,1,0,0,-4,2.69,11,0.182,3,-1,7,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FF",23,"1","0",5,"0","1",2,1,0,1,-2,1.93,4,0.194,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",14,"1","0",4,"3","2",2,1,0,0,-1,2.9,54,0.23,21,-1,14,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"FF",31,"1","0",9,"2","2",0,0,0,0,-4,2.9,63,0.241,26,-1,15,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",6,"1","0",2,"0","0",0,0,1,0,1,2.53,24,0.235,4,-1,8,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",12,"1","0",3,"1","1",1,0,0,0,1,3.03,21,0.194,3,-1,3,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"CH",33,"1","0",9,"0","0",2,1,0,0,3,1.5,9,0.27,2,-1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",15,"1","1",3,"0","0",2,0,0,0,0,2.73,9,0.248,4,1,6,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",8,"1","1",2,"2","1",2,0,0,0,-1,2.98,7,0.184,2,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"FC",9,"1","1",3,"0","1",0,0,0,0,1,2.61,3,0.16,0,-1,6,5,6,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FT",11,"1","1",2,"2","2",2,1,1,0,-1,1.93,4,0.27,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"FT",12,"1","1",3,"0","0",0,1,0,0,-1,2.93,19,0.316,3,-1,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",6,"1","1",2,"1","2",0,0,0,0,0,1.38,10,0.207,2,-1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"CH",16,"1","0",4,"0","0",0,1,0,0,5,3.48,58,0.261,12,-1,10,13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",9,"1","0",3,"0","1",1,0,0,0,-3,2.69,9,0.276,2,-1,7,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",14,"1","0",3,"0","0",1,0,0,0,-2,1.93,4,0.194,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",20,"1","1",5,"3","2",1,0,1,1,0,2.98,12,0.173,2,-1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"CH",20,"1","1",5,"0","0",1,0,0,0,1,3.38,8,0.317,3,-1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",12,"1","0",2,"0","2",2,1,1,1,-3,1.95,10,0.275,4,-1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",19,"1","1",4,"2","1",2,1,0,0,2,2.7,62,0.293,25,-1,9,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FT",30,"1","0",9,"0","0",0,1,0,0,0,3.61,12,0.322,4,-1,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",20,"1","0",5,"2","2",0,0,0,0,0,2.79,38,0.266,8,-1,17,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"CH",5,"1","1",2,"1","2",0,0,0,0,2,2.33,81,0.273,19,1,18,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FC",12,"1","1",3,"1","1",2,0,0,0,-1,1.25,19,0.297,5,-1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",4,"1","0",2,"3","0",0,0,0,0,1,2.14,10,0.17,5,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"FC",14,"1","0",4,"0","0",1,0,0,0,0,2.57,8,0.279,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",8,"1","1",2,"0","0",1,1,0,0,0,2.14,2,0.083,1,-1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",26,"1","1",8,"0","0",0,0,0,0,2,1.86,4,0.217,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",14,"1","0",4,"0","0",1,1,1,0,1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",23,"1","1",7,"3","2",0,0,0,0,5,1.83,25,0.268,2,-1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"CH",26,"1","0",6,"1","0",1,0,0,0,1,2.31,4,0.542,2,-1,8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FT",25,"1","0",6,"0","0",2,1,1,0,-1,2.7,7,0.259,2,-1,7,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",2,"1","0",1,"3","2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",11,"1","0",2,"3","2",1,1,1,1,-1,2.73,9,0.241,2,1,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FC",9,"1","0",3,"0","2",1,0,0,0,0,3.45,31,0.226,5,-1,10,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"FF",11,"1","1",4,"0","0",0,0,0,0,3,2.03,27,0.294,5,1,9,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",21,"1","1",6,"0","0",1,0,0,0,-1,2.9,73,0.277,23,-1,14,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",3,"1","1",1,"2","1",0,1,0,0,0,2.9,37,0.301,12,1,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FC",24,"1","1",6,"2","0",2,1,1,0,5,2.04,59,0.261,16,1,13,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FC",5,"1","0",1,"0","1",1,1,1,1,0,1.88,14,0.197,2,-1,8,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FC",28,"1","0",7,"1","2",1,0,0,0,2,1.92,1,0.231,0,1,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FT",1,"1","0",1,"3","2",0,0,0,0,0,2.13,40,0.279,9,-1,10,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FF",8,"1","1",2,"1","0",0,1,0,0,0,2.9,2,0.262,1,1,3,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FT",25,"1","0",7,"1","1",1,1,0,0,0,2.14,2,0.161,0,-1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CH",19,"1","0",5,"0","1",2,1,0,0,0,2.04,42,0.27,9,1,13,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",3,"1","1",1,"0","0",2,0,0,0,0,1.15,8,0.311,1,1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",27,"1","0",7,"1","0",2,0,0,1,4,2.05,2,0.19,0,-1,12,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",4,"1","0",2,"2","1",0,0,0,0,0,2.64,40,0.234,14,-1,13,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"FT",1,"1","0",1,"1","2",0,0,0,0,0,1.92,1,0.231,0,1,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",1,"1","0",1,"1","1",0,0,0,0,1,1.85,5,0.387,1,-1,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FT",16,"1","1",4,"1","0",1,0,0,0,-1,3.47,9,0.25,3,-1,9,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FC",5,"1","1",2,"0","0",1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",7,"1","0",2,"0","0",2,0,0,1,2,2.63,39,0.232,9,-1,13,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",18,"1","1",5,"1","2",0,0,0,0,-1,2.06,1,0.047,0,-1,15,6,13,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"FT",18,"1","1",5,"0","1",1,1,0,0,0,2.14,0,0,0,-1,0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FC",28,"1","0",6,"2","2",2,1,0,0,1,1.85,5,0.387,1,-1,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"CH",15,"1","0",4,"0","0",2,0,0,0,0,1.5,9,0.27,2,-1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",24,"1","0",7,"3","1",0,0,0,0,1,2.18,12,0.264,3,1,10,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"CH",9,"1","0",2,"0","2",2,1,0,0,0,2.72,2,0.284,0,-1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FT",17,"1","1",5,"3","2",0,0,0,0,-1,2.7,6,0.241,2,-1,7,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"FF",17,"1","1",5,"3","2",2,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FC",9,"1","1",2,"0","0",2,0,1,0,0,2.14,0,0,0,-1,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",30,"1","0",7,"1","1",0,1,1,0,-5,3.24,105,0.261,41,-1,9,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"CH",8,"1","0",3,"2","0",0,0,0,0,0,2.13,20,0.241,5,-1,10,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"FF",4,"1","1",1,"2","2",1,1,1,0,0,2.9,31,0.256,2,1,3,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"CH",24,"1","1",5,"1","2",2,0,0,0,3,2.65,15,0.266,5,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",23,"1","0",6,"2","2",1,1,0,0,0,2.26,44,0.238,10,-1,15,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FT",27,"1","0",6,"0","0",2,0,0,0,0,2.06,15,0.273,3,-1,11,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",25,"1","0",8,"1","0",0,0,0,0,4,1.86,36,0.256,7,-1,7,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FC",19,"1","0",5,"0","0",0,1,0,0,1,2.13,40,0.279,9,-1,10,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",29,"1","1",8,"3","2",2,1,0,0,-1,3.49,9,0.309,4,-1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"FT",5,"1","1",2,"1","0",0,1,0,0,0,2.64,38,0.265,11,-1,13,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FC",26,"1","1",7,"0","0",2,1,0,0,1,2.18,9,0.241,1,1,10,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",24,"1","1",5,"0","0",1,1,0,0,2,2.53,38,0.258,12,-1,13,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",4,"1","1",2,"3","2",0,0,0,0,3,2.62,56,0.238,19,-1,7,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FC",15,"1","1",4,"0","0",1,0,0,0,-1,2.08,57,0.269,16,-1,11,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",12,"1","1",4,"1","0",0,0,0,0,4,2.92,82,0.298,20,-1,14,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",34,"1","0",8,"3","1",2,0,0,0,1,1.92,30,0.245,12,1,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"FF",23,"1","1",7,"2","2",0,0,0,0,1,2.18,62,0.253,17,1,10,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"CH",8,"1","0",2,"0","0",2,0,1,0,1,2.98,20,0.166,5,-1,14,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",14,"1","1",4,"0","1",0,0,0,0,2,2.64,27,0.263,4,-1,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",1,"1","0",1,"0","0",0,0,0,0,0,2.06,26,0.296,7,-1,11,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",13,"1","1",3,"0","0",0,1,0,0,2,2.94,87,0.289,34,-1,9,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",7,"1","0",3,"0","1",0,0,0,0,3,1.99,8,0.2,0,1,8,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"CH",22,"1","0",7,"2","2",1,0,0,0,5,2.79,41,0.261,16,-1,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"FF",25,"1","1",6,"1","2",1,1,1,1,0,2.05,18,0.189,3,-1,14,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FC",15,"1","0",4,"1","2",2,1,0,0,0,2.23,21,0.24,3,1,17,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CH",2,"1","0",1,"0","0",1,0,0,0,0,2.9,61,0.324,22,-1,14,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",19,"1","1",6,"2","0",1,0,0,0,1,1.15,17,0.293,7,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"FC",24,"1","0",7,"1","2",2,1,0,0,5,2.79,16,0.308,5,-1,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"FC",18,"1","1",5,"0","2",2,1,0,0,1,2.98,0,0,0,1,4,5,4,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"CH",14,"1","1",4,"2","1",1,1,0,1,0,2.98,33,0.243,10,-1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FC",24,"1","1",7,"2","1",0,1,0,1,3,4.5,7,0.44,2,-1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FT",12,"1","1",3,"1","2",0,1,1,0,-1,3.02,19,0.24,7,-1,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"CH",14,"1","0",3,"0","1",1,0,0,0,-2,1.93,4,0.194,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",2,"1","0",1,"0","0",1,0,0,0,1,4.5,4,0.268,0,-1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",22,"1","1",7,"0","1",1,0,0,0,2,1.15,19,0.257,3,1,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FC",5,"1","1",1,"1","0",2,1,1,0,0,1.38,4,0.25,1,-1,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"CH",2,"1","0",1,"0","2",1,0,0,0,0,2.9,61,0.324,22,-1,14,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FF",25,"1","1",6,"2","2",1,0,0,0,-2,1.93,1,0.147,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FC",8,"1","0",2,"0","0",1,1,1,1,0,0,0,0.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",10,"1","0",3,"0","0",1,0,0,0,-1,2.2,26,0.267,6,1,15,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",2,"1","1",1,"1","1",1,0,0,0,1,1.85,24,0.261,5,-1,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FT",22,"1","1",6,"0","0",0,1,0,0,-1,2.15,13,0.354,4,-1,18,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",14,"1","1",4,"0","2",2,0,0,0,4,2.92,66,0.261,27,-1,14,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",17,"1","1",4,"2","2",2,0,0,0,-1,2.42,19,0.231,4,-1,11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FC",11,"1","0",3,"1","0",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FF",14,"1","1",5,"0","2",0,0,0,0,2,2.33,81,0.273,19,1,18,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"FF",25,"1","1",8,"3","1",0,0,0,0,-4,2.69,7,0.237,3,-1,7,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FT",15,"1","1",4,"0","0",0,0,1,0,-1,1.86,8,0.239,2,-1,4,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",7,"1","1",2,"1","2",2,0,0,0,0,2.98,14,0.232,2,-1,4,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FC",11,"1","1",3,"0","0",1,1,0,0,3,2.05,28,0.248,3,-1,12,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",17,"1","1",5,"0","0",2,0,0,0,4,2.92,7,0.157,3,-1,14,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",19,"1","0",6,"1","0",1,0,0,0,0,0.64,7,0.364,1,-1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"CH",24,"1","0",6,"2","2",1,0,1,0,2,3.03,4,0.256,2,-1,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",21,"1","1",6,"2","2",1,0,0,0,-1,2.08,72,0.293,24,-1,11,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"CH",29,"1","0",9,"0","1",1,0,0,0,4,2.14,6,0.261,3,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FT",9,"1","0",3,"0","0",1,0,0,0,3,2.03,0,0.095,0,1,9,6,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",26,"1","1",8,"0","2",0,0,0,0,2,2.63,0,0.167,0,-1,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"FT",4,"1","1",1,"0","1",1,1,1,0,2,2.84,38,0.262,8,-1,5,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FC",1,"1","1",1,"1","1",0,0,0,0,0,1.83,15,0.316,6,-1,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",4,"1","0",1,"0","0",0,0,1,0,-3,1.95,11,0.25,4,-1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",20,"1","1",6,"1","2",2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FC",25,"1","0",6,"1","1",0,1,0,0,1,2.86,14,0.349,3,-1,16,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"FF",31,"1","1",9,"0","0",2,1,0,0,-6,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",4,"1","1",1,"3","1",0,1,1,0,0,1.88,13,0.262,4,-1,8,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"FT",15,"1","1",4,"1","2",0,0,0,0,1,2.9,26,0.244,8,1,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"FF",21,"1","1",5,"2","2",2,1,1,0,1,2.03,61,0.325,17,1,9,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",16,"1","1",3,"0","0",2,0,0,0,3,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",22,"1","1",6,"1","0",2,0,0,0,-1,2.08,59,0.304,2,-1,11,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"CH",10,"1","0",3,"0","1",2,0,0,0,-2,4.5,6,0.233,2,-1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FF",19,"1","0",4,"2","1",0,0,1,1,0,2.73,37,0.324,6,1,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"FF",8,"1","0",3,"2","0",0,0,0,0,-2,4.5,0,0.263,0,-1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",7,"1","0",2,"2","2",1,1,0,1,0,2.7,41,0.273,10,-1,9,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"CH",11,"1","0",4,"0","2",1,0,0,0,2,4.5,4,0.268,0,-1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"FF",22,"1","0",6,"3","0",1,0,0,0,0,2.29,75,0.27,22,1,19,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",29,"1","0",7,"1","2",2,0,0,0,0,2.64,37,0.327,11,-1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",16,"1","0",4,"0","0",0,0,0,0,-3,1.88,13,0.216,1,-1,8,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",10,"1","0",3,"3","2",1,0,0,0,0,2.18,21,0.289,1,1,10,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FC",19,"1","0",5,"0","0",2,0,1,0,1,2.05,58,0.284,14,-1,14,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",28,"1","1",7,"1","1",2,0,0,0,0,2.26,44,0.282,4,1,16,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"FF",23,"1","1",6,"1","0",2,0,0,0,1,2.16,22,0.271,10,-1,9,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",18,"1","1",5,"3","2",1,0,0,1,5,2.84,0,0.4,0,-1,5,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"CH",26,"1","1",7,"0","2",2,1,0,0,-1,3.49,5,0.222,1,-1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",12,"1","0",4,"0","0",0,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",22,"1","0",7,"1","2",2,0,0,0,0,2.7,9,0.213,3,-1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"CH",10,"1","1",3,"1","1",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FC",13,"1","1",4,"2","2",0,0,0,0,-1,2.08,59,0.304,2,-1,11,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FT",8,"1","1",3,"0","2",0,0,0,0,0,3.49,5,0.222,1,-1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"FF",26,"1","1",6,"2","2",0,0,1,0,-5,1.95,8,0.209,4,-1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",1,"1","0",1,"0","0",0,0,0,0,1,2.05,36,0.243,6,-1,12,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",2,"1","1",1,"3","2",0,0,0,0,0,3.24,71,0.293,28,-1,9,11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"FT",15,"1","1",4,"0","0",2,0,0,1,3,2.84,12,0.216,1,-1,5,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",14,"1","0",4,"3","2",0,0,0,0,-2,2.98,7,0.287,0,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"FT",2,"1","1",1,"0","0",0,0,0,0,0,1.88,15,0.25,1,-1,8,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",12,"1","1",4,"0","2",2,0,0,0,0,1.86,39,0.298,9,-1,7,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FF",3,"1","1",1,"0","2",1,0,0,1,1,2.06,14,0.243,8,-1,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",3,"1","1",1,"1","2",2,0,0,0,0,2.69,50,0.304,6,-1,7,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"FF",10,"1","0",3,"0","1",0,0,0,0,0,0,1,0.333,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"FF",2,"1","0",1,"0","0",1,0,0,0,0,1.29,0,0.429,0,-1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",27,"1","0",7,"2","1",0,0,0,0,3,7.2,0,0.167,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
