"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeCH","prev_pitch_typeCU","prev_pitch_typeFA","prev_pitch_typeFC","prev_pitch_typeFF","prev_pitch_typeFT","prev_pitch_typeSL","prevprev_pitch_type0","prevprev_pitch_typeCH","prevprev_pitch_typeCU","prevprev_pitch_typeFC","prevprev_pitch_typeFF","prevprev_pitch_typeFT","prevprev_pitch_typeSL"
"FF",11,"1","0",3,"0","2",1,0,0,0,-1,3.43,71,0.274,25,-1,9,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"FC",30,"1","0",8,"1","0",2,0,0,0,0,1.38,16,0.352,6,-1,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",26,"1","1",7,"0","0",1,0,0,0,4,2.9,2,0.262,1,1,3,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",13,"1","0",3,"2","1",1,0,1,0,0,2.86,83,0.285,17,-1,16,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FC",22,"1","0",5,"1","2",1,0,0,0,1,1.85,22,0.24,5,-1,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"CH",23,"1","0",5,"2","2",2,1,0,1,-2,1.93,4,0.194,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FC",21,"1","1",5,"1","0",1,0,1,0,-2,2.93,19,0.316,3,-1,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",12,"1","0",4,"3","0",0,0,0,0,-1,2.2,70,0.278,29,1,15,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FF",9,"1","1",3,"1","2",1,0,0,0,4,2.63,0,0,0,-1,13,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"FF",16,"1","1",4,"1","2",0,0,0,0,1,1.85,16,0.303,4,-1,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"FF",25,"1","0",7,"1","2",1,1,0,0,0,2.14,2,0.161,0,-1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",1,"1","0",1,"0","0",0,0,0,0,0,2.16,20,0.263,4,-1,9,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",2,"1","0",1,"2","2",1,0,0,0,0,1.86,3,0.22,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",24,"1","1",7,"0","0",0,1,0,1,3,4.5,7,0.44,2,-1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",22,"1","0",5,"0","2",2,0,0,0,0,2.64,40,0.234,14,-1,13,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"FF",20,"1","0",6,"1","0",1,0,0,0,0,2.23,40,0.316,3,1,17,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",13,"1","1",3,"0","2",0,0,0,0,1,2.65,7,0.273,1,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"FC",19,"1","0",5,"1","1",2,0,1,0,1,1.29,1,0,0,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FT",24,"1","1",7,"1","2",0,0,0,0,-1,1.86,8,0.239,2,-1,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FT",15,"1","1",4,"0","0",1,1,0,0,-2,2.26,44,0.275,9,-1,15,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",7,"1","0",1,"1","1",2,1,0,0,-3,1.88,13,0.216,1,-1,8,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"FF",6,"1","1",2,"0","0",2,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",18,"1","1",4,"0","0",2,1,0,1,0,2.9,14,0.204,2,-1,15,5,11,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",23,"1","0",5,"2","2",2,0,1,1,-1,2.13,40,0.24,10,-1,10,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FT",24,"1","0",7,"1","2",1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",26,"1","1",7,"3","2",1,0,0,0,5,2.04,9,0.206,2,1,13,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"FF",31,"1","0",8,"0","1",2,1,0,1,0,2.14,6,0.277,1,-1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",15,"1","0",5,"0","0",0,0,0,0,-1,2.9,28,0.265,8,-1,14,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",21,"1","1",5,"0","1",2,1,0,0,0,1.31,31,0.407,9,1,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FC",3,"1","0",1,"0","1",1,1,0,0,0,3.48,0,0,0,-1,10,13,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",29,"1","0",7,"0","0",1,1,0,0,3,7.2,0,0.188,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",21,"1","0",6,"0","2",1,1,0,0,-1,2.2,70,0.278,29,1,15,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",11,"1","0",3,"1","1",1,0,0,0,0,1.83,19,0.262,5,-1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"FT",25,"1","0",7,"1","0",0,0,0,0,2,1.99,8,0.2,0,1,8,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FF",22,"1","1",5,"1","1",1,0,1,1,-2,2.06,37,0.239,12,-1,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"FT",10,"1","0",2,"1","0",1,0,0,0,3,3.04,42,0.274,11,-1,9,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",12,"1","0",3,"0","2",2,1,0,1,-1,3.45,76,0.275,12,-1,10,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FT",5,"1","1",1,"0","1",2,1,0,1,0,2.72,9,0.319,1,-1,2,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FF",4,"1","0",1,"0","1",2,1,0,0,3,2.64,23,0.25,8,-1,4,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"CH",6,"1","0",2,"1","2",0,1,1,0,0,2.93,19,0.273,4,-1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"FF",26,"1","1",5,"1","1",2,1,0,0,0,1.29,0,0.1,0,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CH",19,"1","0",5,"1","1",0,1,0,0,0,3.47,26,0.26,5,-1,9,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FC",20,"1","0",5,"1","2",2,1,0,0,-1,0,1,0.357,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FF",11,"1","1",3,"1","2",1,1,0,0,3,2.05,28,0.248,3,-1,12,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FC",26,"1","1",6,"0","0",2,1,1,1,0,2.05,30,0.261,4,-1,14,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",21,"1","1",6,"2","2",2,0,0,0,1,2.14,5,0.269,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"CH",21,"1","0",5,"0","2",1,1,1,1,-1,2.98,31,0.264,10,-1,4,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"FC",3,"1","0",1,"1","2",1,0,1,0,0,2.05,71,0.324,16,-1,12,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"CH",10,"1","1",3,"2","2",1,0,0,0,0,1.83,15,0.316,6,-1,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FC",11,"1","0",3,"2","0",0,0,0,0,2,2.64,37,0.327,11,-1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"FT",14,"1","0",4,"2","0",2,0,0,0,-1,2.2,42,0.241,12,1,15,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"CH",16,"1","1",4,"0","1",1,0,0,0,-1,2.42,31,0.265,13,-1,11,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FC",32,"1","0",8,"1","2",2,0,1,1,0,2.26,44,0.238,10,-1,15,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"CH",26,"1","0",8,"0","1",0,0,0,0,1,2.97,14,0.28,1,-1,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",15,"1","0",4,"0","1",1,1,0,0,-6,2.53,24,0.235,4,-1,8,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FC",12,"1","1",3,"1","0",1,0,0,0,-2,2.42,53,0.298,14,-1,11,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"CH",20,"1","1",4,"1","0",2,0,1,0,-4,2.46,39,0.258,10,-1,9,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",19,"1","1",5,"1","1",0,0,0,0,-3,3.24,15,0.246,5,-1,9,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",12,"1","0",3,"3","2",2,0,1,0,1,2.97,86,0.253,27,-1,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"FF",20,"1","0",5,"0","0",2,1,0,0,-1,0,1,0.357,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",7,"1","0",2,"0","0",2,1,0,0,0,2.79,22,0.28,5,-1,6,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",14,"1","1",4,"1","1",0,0,0,0,-1,2.26,38,0.243,13,1,16,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",22,"1","1",6,"1","1",2,0,0,0,-1,2.08,59,0.304,2,-1,11,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"FF",32,"1","0",8,"1","2",2,0,0,0,0,2.05,51,0.322,16,-1,14,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FF",27,"1","1",7,"0","2",0,0,0,0,-3,2.79,6,0.22,2,-1,17,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",23,"1","1",7,"0","1",1,0,0,0,-3,2.69,74,0.289,30,-1,7,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",24,"1","1",7,"1","1",0,0,0,0,-1,3.49,7,0.233,0,-1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CH",10,"1","0",3,"2","2",0,0,0,0,0,2.86,50,0.254,12,-1,16,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FT",14,"1","0",5,"3","2",0,0,0,0,4,4.5,1,0,0,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FC",1,"1","0",1,"0","1",0,0,0,0,0,1.86,15,0.24,0,-1,7,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",4,"1","0",1,"0","1",2,1,0,0,0,2.93,62,0.222,24,-1,13,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FF",15,"1","1",4,"0","0",0,0,0,0,1,2.9,26,0.244,8,1,3,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",20,"1","1",4,"0","0",2,1,0,0,-4,1.95,14,0.264,1,-1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",1,"1","0",1,"1","1",0,0,0,0,0,2.06,48,0.283,7,-1,15,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"CH",15,"1","0",5,"0","0",1,0,0,0,0,1.43,11,0.216,4,1,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",13,"1","0",3,"0","1",1,0,0,0,-3,2.46,75,0.266,26,-1,9,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FT",9,"1","1",2,"1","1",2,1,0,1,0,1.85,0,0.125,0,-1,6,5,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FT",9,"1","1",3,"1","2",2,0,0,0,0,1.97,1,0.13,0,1,5,5,7,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"FC",6,"1","1",2,"1","0",1,0,1,0,-3,2.69,50,0.239,11,-1,7,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",21,"1","0",7,"3","2",0,0,0,0,5,1.43,14,0.336,3,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",1,"1","0",1,"0","2",0,0,0,0,0,1.86,13,0.293,1,-1,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",4,"1","0",1,"0","2",2,1,0,0,3,2.64,23,0.25,8,-1,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FF",12,"1","0",2,"0","0",2,1,1,1,-3,1.95,10,0.275,4,-1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",27,"1","0",8,"3","1",0,0,0,0,5,1.83,7,0.27,3,-1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"FT",23,"1","1",6,"2","1",1,0,1,0,0,1.38,4,0.25,1,-1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"CH",2,"1","1",1,"2","2",0,0,0,0,0,1.93,4,0.27,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",9,"1","1",2,"0","1",2,1,1,0,0,2.06,1,0.047,0,-1,15,6,13,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",1,"1","1",1,"1","2",0,0,0,0,0,1.15,17,0.293,7,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"FF",21,"1","1",6,"0","1",0,1,0,0,3,7.2,3,0.28,1,-1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",21,"1","1",6,"3","2",1,0,0,0,-1,2.26,63,0.27,8,1,16,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"FT",21,"1","1",6,"1","0",0,0,0,0,-1,1.86,38,0.349,10,-1,4,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FF",11,"1","1",2,"0","2",2,1,0,0,-3,1.88,15,0.25,1,-1,8,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FT",27,"1","1",6,"0","0",1,0,1,0,1,1.85,12,0.296,0,-1,6,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",18,"1","0",3,"2","2",2,0,1,0,4,3.04,25,0.234,3,-1,9,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FF",7,"1","0",2,"1","2",2,0,0,0,0,2.06,29,0.218,7,-1,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FC",5,"1","0",2,"0","1",0,0,0,0,0,2.86,64,0.222,25,-1,16,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",12,"1","1",3,"1","0",2,0,0,0,0,1.5,11,0.273,2,-1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",12,"1","0",4,"2","1",0,0,0,0,3,2.84,60,0.344,25,-1,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FT",7,"1","0",2,"1","1",2,0,0,0,0,2.06,29,0.218,7,-1,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"CH",21,"1","1",5,"1","2",1,0,1,0,-2,2.93,19,0.316,3,-1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",21,"1","1",7,"0","0",0,0,0,0,2,1.15,8,0.311,1,1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",24,"1","0",7,"0","2",0,0,0,0,1,2.98,8,0.172,1,1,4,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FC",17,"1","0",4,"0","0",2,1,0,0,-3,1.68,2,0.242,0,1,5,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",16,"1","1",4,"0","0",1,0,0,0,-1,3.47,9,0.25,3,-1,9,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",19,"1","0",5,"0","1",0,1,0,0,-3,3.45,51,0.283,13,-1,10,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FF",21,"1","1",5,"1","1",2,1,1,0,1,2.03,61,0.325,17,1,9,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"CH",6,"1","1",2,"2","2",2,0,0,0,0,2.7,50,0.243,11,-1,7,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"FC",18,"1","0",3,"1","2",2,0,1,0,4,3.04,25,0.234,3,-1,9,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FT",5,"1","0",1,"0","1",2,1,0,0,-1,2.26,44,0.238,10,-1,15,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FC",25,"1","0",8,"0","1",0,0,0,0,5,2.79,22,0.28,5,-1,6,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",21,"1","0",5,"0","0",0,1,0,1,-1,2.13,44,0.281,7,-1,10,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",9,"1","0",2,"0","0",2,1,0,0,0,2.72,2,0.284,0,-1,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",9,"1","0",2,"0","0",2,1,1,0,0,2.86,0,0,0,-1,16,5,12,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",1,"1","0",1,"0","1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",29,"1","1",9,"1","0",1,0,0,0,-6,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"CH",5,"1","0",2,"1","2",1,0,0,0,3,2.62,28,0.235,9,-1,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"FF",19,"1","0",6,"0","0",1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",8,"1","1",3,"0","1",0,0,0,0,0,2.9,34,0.273,8,-1,14,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",12,"1","1",3,"1","0",0,1,0,0,0,1.85,41,0.325,11,-1,6,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FT",10,"1","1",3,"1","1",2,0,0,0,2,2.33,69,0.281,21,1,18,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FC",1,"1","0",1,"2","0",0,0,0,0,0,2.03,14,0.268,3,1,9,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"FC",1,"1","0",1,"1","1",0,0,0,0,0,2.2,26,0.267,6,1,15,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"FF",16,"1","1",4,"0","2",1,0,0,0,-1,2.42,31,0.265,13,-1,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"CH",2,"1","1",1,"2","2",0,0,0,0,0,1.93,4,0.27,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"FF",1,"1","0",1,"2","1",0,0,0,0,0,1.93,2,0.278,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"CH",20,"1","0",6,"0","2",2,1,0,0,4,4.5,4,0.268,0,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"CH",16,"1","1",5,"2","2",0,0,0,0,-1,2.86,64,0.264,27,-1,14,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"CH",12,"1","0",4,"3","1",0,0,0,0,-1,2.2,70,0.278,29,1,15,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FC",19,"1","0",4,"2","2",0,0,1,1,0,2.73,37,0.324,6,1,6,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",21,"1","0",6,"1","0",0,1,0,0,1,2.98,93,0.292,26,-1,14,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FF",29,"1","1",8,"1","0",1,0,0,0,0,1.31,6,0.319,2,1,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FT",21,"1","1",7,"1","1",0,0,0,0,1,2.33,68,0.303,13,1,18,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FC",27,"1","1",6,"1","1",2,0,0,0,2,2.94,22,0.302,2,-1,9,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",18,"1","0",5,"1","2",2,0,0,0,-1,1.25,0,0,0,-1,4,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"CH",11,"1","1",4,"0","0",0,0,0,0,0,2.98,12,0.256,1,-1,4,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",8,"1","1",2,"1","1",0,0,1,0,-3,1.95,8,0.209,4,-1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FT",26,"1","0",7,"3","1",2,1,0,0,1,0,1,0.333,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"FF",20,"1","0",6,"0","1",0,0,0,0,-1,2.26,5,0.229,0,1,16,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",22,"1","0",6,"0","0",1,1,1,0,-7,2.16,15,0.223,2,-1,9,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",1,"1","0",1,"0","0",0,0,0,0,0,1.29,1,0,0,-1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",23,"1","1",7,"2","2",0,0,0,0,2,1.5,11,0.263,2,-1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"FF",9,"1","1",3,"0","0",1,0,0,0,0,0.64,0,0,0,-1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",16,"1","0",4,"1","2",2,0,0,0,-2,2.98,17,0.264,5,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"FC",6,"1","1",2,"0","0",0,0,0,0,3,3.48,20,0.281,4,-1,10,13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",25,"1","1",7,"0","1",0,1,0,0,-1,1.86,7,0.22,2,-1,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",22,"1","1",6,"0","0",2,0,0,0,-1,3.49,8,0.258,2,-1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",21,"1","1",6,"0","0",0,0,0,0,5,2.04,78,0.288,28,1,13,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",23,"1","0",6,"0","0",0,1,0,0,3,7.2,2,0.2,1,-1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",20,"1","0",6,"0","0",0,0,1,0,5,1.83,19,0.262,5,-1,4,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",25,"1","1",7,"0","1",0,0,0,0,1,2.98,29,0.274,9,-1,14,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",28,"1","1",8,"0","0",0,1,0,0,5,1.83,15,0.316,6,-1,4,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",25,"1","1",6,"1","0",1,0,0,0,-4,3.24,35,0.283,12,-1,9,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FC",15,"1","0",4,"1","0",0,0,0,0,-1,2.06,37,0.26,5,-1,15,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FT",18,"1","0",5,"0","0",0,0,0,0,0,2.26,0,0.094,0,-1,15,8,3,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",22,"1","1",5,"3","2",1,1,0,1,-2,1.93,4,0.371,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",12,"1","0",4,"2","2",0,1,0,0,0,2.98,31,0.264,10,-1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CH",20,"1","1",5,"1","2",1,1,0,0,3,3.02,13,0.292,6,-1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FT",2,"1","1",1,"0","2",1,0,0,0,0,2.92,36,0.292,2,-1,14,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FC",26,"1","1",6,"2","1",2,1,0,1,2,2.62,38,0.271,7,-1,7,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FT",1,"1","1",1,"2","1",0,0,0,0,0,2.33,69,0.281,21,1,18,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",15,"1","0",4,"1","2",1,0,0,0,1,2.16,26,0.221,8,-1,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"FT",14,"1","1",4,"0","0",0,0,0,0,3,3.03,8,0.194,2,-1,3,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",23,"1","1",6,"1","0",0,1,1,0,-3,1.25,8,0.204,3,-1,4,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FC",27,"1","0",7,"1","0",2,1,1,0,1,2.98,9,0.275,1,1,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FF",13,"1","0",5,"1","2",0,0,0,0,3,1.97,39,0.25,12,1,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",2,"1","0",1,"0","0",1,1,0,0,0,1.43,3,0.252,0,1,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",14,"1","1",4,"3","2",1,1,0,0,0,2.18,62,0.253,17,1,10,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"FT",27,"1","1",7,"0","1",0,0,1,1,-2,1.86,0,0.125,0,-1,4,3,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",21,"1","0",5,"2","2",1,0,0,0,4,2.38,17,0.294,7,-1,7,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
