"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeCH","prev_pitch_typeCU","prev_pitch_typeFF","prev_pitch_typePO","prev_pitch_typeSI","prev_pitch_typeSL","prevprev_pitch_type0","prevprev_pitch_typeCH","prevprev_pitch_typeCU","prevprev_pitch_typeFF","prevprev_pitch_typePO","prevprev_pitch_typeSI","prevprev_pitch_typeSL"
"FF",22,"1","1",7,"1","2",0,0,0,0,3,2.3,23,0.297,7,-1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"CH",21,"1","1",6,"0","0",1,0,0,0,0,3.55,76,0.311,26,1,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",20,"1","1",6,"2","2",1,0,0,0,3,2.3,25,0.224,7,-1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",3,"1","1",1,"0","1",1,1,0,0,0,2.57,26,0.272,7,-1,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CU",9,"1","1",3,"2","1",0,1,0,0,0,1.5,0,0.176,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"SI",14,"1","0",4,"1","1",0,0,1,0,-1,1.29,4,0.313,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"SI",15,"1","0",4,"1","0",1,0,0,0,1,2.94,7,0.202,3,1,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",26,"1","1",8,"0","2",0,0,0,0,3,2.01,9,0.231,0,1,11,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"SI",24,"1","0",7,"3","0",0,1,0,0,4,3.02,19,0.193,5,1,10,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CU",14,"1","1",3,"1","1",1,0,0,0,-2,2.86,61,0.215,27,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CU",13,"1","0",4,"0","0",0,0,0,0,0,2.11,63,0.272,19,1,10,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",5,"1","0",2,"1","1",1,0,0,0,0,1.91,33,0.253,8,1,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"SI",1,"1","0",1,"0","0",0,0,0,0,0,2.23,27,0.255,3,-1,13,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",11,"1","1",4,"1","2",0,0,0,0,0,2.12,73,0.313,22,-1,11,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"CU",9,"1","1",3,"1","1",0,1,0,0,7,3.48,58,0.295,4,1,9,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"CH",19,"1","1",5,"0","1",0,0,0,0,-2,3.08,26,0.271,2,1,10,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"SI",9,"1","0",2,"2","1",1,0,0,0,-3,3.23,4,0.282,0,-1,4,4,6,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"CH",11,"1","0",4,"0","1",0,0,0,0,0,2.24,22,0.254,3,1,9,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"CU",24,"1","1",7,"0","1",0,0,0,0,2,1.61,6,0.226,1,-1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FF",8,"1","1",1,"0","2",0,0,0,0,-6,2.51,30,0.199,10,-1,9,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"CU",8,"1","0",3,"2","2",0,0,0,0,0,2.24,4,0.429,3,1,9,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SI",7,"1","0",2,"2","1",1,0,0,0,1,2.53,9,0.215,1,-1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CH",12,"1","1",4,"0","1",0,0,0,0,1,2.12,94,0.255,26,1,14,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CU",6,"1","0",1,"0","0",2,1,0,1,-1,3.05,16,0.263,3,-1,10,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",16,"1","1",4,"0","0",2,1,0,0,0,2.11,6,0.25,1,1,10,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",31,"1","0",7,"0","0",0,0,0,0,4,3.02,53,0.278,21,-1,12,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",5,"1","0",2,"3","2",1,0,0,0,3,2.73,22,0.316,1,1,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"SI",20,"1","0",5,"0","0",1,0,1,0,-1,2.27,19,0.305,3,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",30,"1","1",8,"1","0",2,0,0,0,3,3.03,25,0.239,2,-1,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"CH",15,"1","0",4,"2","0",1,1,0,0,0,2.84,30,0.26,7,-1,11,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"FF",15,"1","0",4,"3","2",0,0,0,0,2,5.68,2,0.281,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"SI",21,"1","0",5,"0","0",1,1,0,0,-1,1.85,13,0.228,4,1,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",13,"1","1",4,"0","0",0,0,0,0,0,1.61,2,0.2,2,-1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",4,"1","1",2,"2","1",0,0,0,0,0,2.21,21,0.221,8,1,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",25,"1","1",7,"3","2",1,0,0,0,2,1.61,0,0,0,-1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"FF",24,"1","0",6,"1","0",0,0,0,0,-3,2.07,25,0.256,7,1,13,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"SI",3,"1","1",1,"1","0",1,0,0,0,-1,2.3,28,0.231,10,-1,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CU",6,"1","0",2,"1","0",1,0,0,0,0,2.12,45,0.247,6,1,14,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",14,"1","0",4,"0","0",1,0,0,0,0,2.18,54,0.231,14,1,14,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",6,"1","0",2,"0","0",1,1,0,0,0,3.38,40,0.282,9,1,9,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",3,"1","0",1,"3","2",0,1,1,0,2,3.45,79,0.285,24,-1,5,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"SI",18,"1","0",5,"2","1",1,0,0,0,4,2.47,0,0,0,-1,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"SI",25,"1","1",7,"3","1",0,1,1,0,4,3.02,15,0.238,3,1,10,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",19,"1","1",5,"0","0",1,0,0,0,2,3.46,32,0.322,3,1,5,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",15,"1","0",5,"0","0",0,0,0,0,3,3,0,0.167,0,-1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",6,"1","0",2,"1","2",1,0,0,0,0,2.21,4,0.444,1,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"CH",22,"1","0",5,"1","1",0,0,0,0,2,0.69,8,0.219,3,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CH",22,"1","0",6,"2","0",1,0,0,0,0,2.12,60,0.224,22,1,14,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"CH",15,"1","0",4,"1","0",0,0,0,0,2,5.68,2,0.281,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CU",26,"1","0",5,"1","1",2,1,0,1,2,0.69,3,0.286,1,-1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CU",19,"1","1",5,"2","2",2,0,0,0,-2,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"CU",15,"1","0",5,"0","1",1,0,0,0,0,2.39,1,0.143,0,1,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"CU",14,"1","0",4,"2","2",0,0,0,0,-1,2.01,43,0.267,9,1,11,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SI",2,"1","0",1,"1","0",0,1,0,0,0,2.12,31,0.249,3,1,14,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",14,"1","0",5,"1","1",0,0,0,0,4,2.18,68,0.279,7,1,14,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"CH",14,"1","0",3,"1","2",0,0,0,0,1,3.54,45,0.282,10,-1,18,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"CH",20,"1","1",6,"0","1",0,0,0,0,2,2.11,3,0.309,1,-1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"SI",3,"1","1",1,"0","0",1,1,0,0,0,2.53,23,0.268,7,-1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",20,"1","1",5,"3","1",0,1,1,0,-1,2.07,103,0.288,35,-1,14,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CH",3,"1","0",1,"0","0",1,0,0,1,0,2.4,13,0.22,4,-1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",3,"1","0",1,"1","0",1,1,0,0,0,1.73,22,0.33,5,1,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",2,"1","1",1,"2","2",1,0,0,0,0,2.12,73,0.313,22,-1,11,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"SI",12,"1","0",4,"2","0",1,0,0,0,0,2.24,53,0.321,12,1,9,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",5,"1","1",2,"1","1",0,0,0,0,0,1.99,44,0.235,7,-1,13,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CH",22,"1","1",6,"0","1",1,0,0,0,2,2.94,20,0.254,7,1,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",20,"1","0",5,"3","2",2,0,1,0,2,1.61,8,0.156,1,-1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"SI",14,"1","1",4,"1","0",2,0,0,0,2,2.3,7,0.356,1,-1,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"SI",8,"1","0",2,"1","0",2,1,0,0,0,2.63,2,0.091,1,1,8,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CH",6,"1","1",2,"2","0",1,1,0,0,3,3.66,55,0.275,15,-1,15,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"CU",14,"1","0",4,"0","0",0,0,0,0,-2,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",4,"1","1",1,"3","0",1,1,0,0,0,3.58,90,0.271,19,1,11,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CH",13,"1","0",4,"0","1",2,0,0,0,-1,1.97,35,0.22,15,1,12,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"FF",5,"1","0",2,"0","0",0,0,0,0,0,2.4,5,0.13,2,-1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",18,"1","1",5,"1","1",0,0,0,0,0,1.5,0,0.176,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"SI",19,"1","0",5,"0","0",0,0,0,0,6,3.55,32,0.248,6,-1,17,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",25,"1","1",7,"0","0",2,1,0,0,0,2.63,10,0.277,1,1,8,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",16,"1","0",4,"1","0",2,0,0,0,-1,2.22,30,0.258,4,1,8,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"CH",15,"1","0",4,"0","0",0,0,0,0,0,11.57,4,0.296,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",1,"1","0",1,"3","2",0,0,0,0,2,3.45,32,0.28,8,-1,5,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"CH",5,"1","0",1,"1","0",2,1,1,0,0,0.69,5,0.281,2,-1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",13,"1","0",4,"3","1",0,0,0,0,-1,2.23,57,0.226,21,-1,13,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"SI",15,"1","1",5,"1","0",1,0,0,0,4,2.18,55,0.261,10,1,14,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CU",17,"1","0",5,"0","1",0,0,0,0,2,1.61,2,0.2,1,-1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CH",13,"1","1",3,"3","2",1,0,0,0,0,3.23,35,0.316,7,-1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"CH",17,"1","0",5,"0","0",2,0,0,0,1,2.63,2,0.091,1,1,8,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",24,"1","1",7,"0","1",1,0,0,0,2,1.82,10,0.288,1,-1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"CU",11,"1","0",3,"0","0",0,0,0,0,-1,1.95,0,0.273,0,-1,13,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",17,"1","1",3,"1","2",2,0,1,0,-5,2.21,10,0.211,1,1,4,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CH",19,"1","1",5,"1","2",2,0,0,0,-2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",28,"1","0",7,"0","1",1,0,0,0,-3,2.07,28,0.3,2,1,13,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"SI",23,"1","0",6,"0","0",2,0,0,0,2,2.94,11,0.18,3,1,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",22,"1","0",7,"1","0",0,0,0,0,2,2.24,32,0.209,12,1,9,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CU",27,"1","0",8,"0","0",0,0,0,0,4,3.74,26,0.243,0,1,14,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",11,"1","1",3,"0","0",0,0,0,0,-4,2.69,44,0.302,11,1,12,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",9,"1","0",3,"0","0",0,1,0,0,2,2.94,15,0.215,5,1,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",14,"1","0",4,"0","0",0,0,0,0,-1,2.01,43,0.267,9,1,11,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",7,"1","1",2,"0","1",1,1,0,0,-1,3.55,55,0.256,6,-1,17,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CU",8,"1","1",3,"1","1",0,0,0,0,0,2.12,25,0.278,5,-1,11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"CH",1,"1","0",1,"0","1",0,0,0,0,0,5.68,3,0.282,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CU",3,"1","0",1,"0","0",2,0,0,0,0,2.14,5,0.151,1,-1,14,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",24,"1","1",7,"2","1",0,1,0,1,0,2.12,32,0.255,4,-1,11,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SI",14,"1","0",4,"0","0",1,0,0,0,0,3,3,0.16,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",13,"1","1",4,"0","0",0,1,0,0,-1,3.14,87,0.29,24,-1,9,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",6,"1","0",2,"2","0",0,0,0,0,-1,2.02,50,0.203,16,1,11,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"CH",13,"1","0",3,"2","2",2,1,1,1,0,1.5,1,0.294,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"CU",22,"1","0",5,"0","2",1,0,0,0,-1,1.95,72,0.322,23,-1,13,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"SI",8,"1","0",3,"0","2",1,0,0,0,1,1.88,1,0.118,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"CH",13,"1","1",4,"0","1",1,0,1,0,0,1.99,80,0.252,20,-1,13,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CU",23,"1","1",6,"1","2",0,0,0,0,-3,1.99,44,0.235,7,-1,13,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"CH",2,"1","0",1,"1","1",1,0,0,0,0,3.03,13,0.291,2,-1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"CH",15,"1","1",3,"1","0",2,0,0,0,-3,2.92,11,0.333,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"FF",14,"1","0",4,"0","1",1,0,0,0,0,2.57,13,0.245,5,-1,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"SI",5,"1","0",2,"0","0",0,0,0,0,3,3.66,67,0.271,18,-1,15,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",9,"1","1",2,"3","2",1,1,0,1,-1,1.95,14,0.235,4,-1,13,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"FF",2,"1","0",1,"0","2",1,0,0,0,0,2.24,22,0.254,3,1,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"SI",19,"1","0",5,"2","1",0,1,1,0,-2,1.91,21,0.274,4,1,8,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FF",11,"1","0",3,"0","0",0,1,0,0,-1,3.55,69,0.273,18,-1,17,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",14,"1","0",4,"1","0",1,0,0,0,0,3,3,0.16,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"SI",6,"1","0",2,"2","0",0,1,0,0,0,2.39,1,0.143,0,1,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"CH",16,"1","1",4,"0","0",2,1,1,0,1,3.24,15,0.186,3,-1,10,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",22,"1","0",6,"0","0",0,1,0,0,1,2.84,62,0.242,22,-1,11,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",26,"1","1",6,"0","0",0,1,0,0,4,3.02,0,0.2,0,-1,12,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",10,"1","1",3,"1","1",0,0,0,0,0,2.57,16,0.238,5,-1,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"CU",1,"1","0",1,"0","1",0,0,0,0,0,2.14,5,0.179,0,-1,14,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CU",22,"1","0",6,"0","0",1,0,0,0,0,1.5,1,0.294,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",16,"1","1",4,"1","0",2,1,1,0,1,3.24,15,0.186,3,-1,10,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"SI",10,"1","1",2,"2","2",1,0,1,0,-2,3.58,76,0.254,27,1,11,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"SI",14,"1","1",4,"0","0",1,0,0,0,1,3.34,67,0.221,28,1,7,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",12,"1","0",3,"1","0",2,1,1,1,1,2.47,24,0.21,6,-1,3,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"SI",12,"1","0",3,"2","2",2,1,1,1,1,2.47,24,0.21,6,-1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"CU",4,"1","1",2,"1","2",0,0,0,0,1,1,10,0.138,2,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",19,"1","0",5,"3","2",2,0,0,0,0,1.82,8,0.204,0,-1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"SI",22,"1","1",6,"1","0",0,0,0,0,-1,1,10,0.138,2,-1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"CH",17,"1","0",4,"0","1",0,0,0,0,-1,1.95,34,0.223,10,-1,13,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"CH",14,"1","1",4,"2","2",2,1,1,0,1,1.88,6,0.25,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"CH",19,"1","0",6,"1","2",1,0,0,0,1,1.97,8,0.275,0,1,12,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FF",5,"1","0",2,"1","2",0,0,0,0,0,2.4,5,0.13,2,-1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CU",14,"1","0",4,"0","0",1,0,0,0,0,2.57,13,0.245,5,-1,8,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",22,"1","0",7,"2","1",0,0,0,0,0,2.29,23,0.202,6,-1,8,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"SI",8,"1","0",3,"2","1",0,0,0,0,-1,2.3,8,0.245,0,-1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"CH",14,"1","0",4,"1","2",1,1,0,0,0,1.61,1,0.185,0,-1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"CH",23,"1","0",7,"0","1",1,1,0,0,2,2.24,36,0.35,8,1,9,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",29,"1","1",7,"1","1",1,0,0,0,-3,2.07,70,0.276,17,1,13,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"CH",25,"1","1",7,"1","2",2,0,1,0,3,2.3,10,0.339,1,-1,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"CH",11,"1","0",3,"1","2",1,1,1,0,0,1.5,3,0.267,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"SI",4,"1","1",2,"1","1",0,0,0,0,0,2.21,21,0.221,8,1,4,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"SI",8,"1","0",3,"0","0",1,0,0,0,1,1.88,1,0.118,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",5,"1","0",2,"0","0",0,0,0,0,1,2.29,16,0.2,6,-1,8,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",1,"1","0",1,"1","1",0,0,0,0,0,3,2,0.156,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FF",19,"1","1",4,"0","0",2,1,0,0,0,3.6,1,0.35,0,-1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",24,"1","0",7,"1","1",2,0,1,0,2,2.24,38,0.247,5,1,9,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"CU",11,"1","1",3,"3","1",1,1,1,0,1,2.47,2,0.25,0,-1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"SI",10,"1","0",4,"3","0",0,0,0,0,0,1.97,8,0.275,0,1,12,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"CH",9,"1","1",2,"2","2",2,1,0,0,0,3,0,0.067,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"SI",17,"1","1",5,"0","0",1,0,0,0,1,3.34,4,0.167,0,1,7,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",29,"1","1",9,"2","1",0,0,0,0,0,2.39,16,0.26,2,1,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"CH",21,"1","0",5,"1","0",0,1,1,1,0,1.38,12,0.253,4,-1,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",18,"1","1",4,"3","2",1,0,0,0,-1,0.69,0,0.143,0,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CU",1,"1","0",1,"1","1",0,0,0,0,0,2.12,25,0.29,10,-1,11,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"SI",19,"1","0",5,"0","1",2,1,0,1,-2,1.99,34,0.244,5,-1,11,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"CH",25,"1","0",7,"0","2",0,1,0,0,3,3.03,9,0.354,1,-1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SI",18,"1","0",5,"1","1",1,0,1,0,3,1.88,0,0.25,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"FF",3,"1","1",1,"3","2",2,0,0,0,2,3.6,5,0.333,1,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"FF",2,"1","0",1,"1","2",0,0,0,0,0,0.69,1,0.231,1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"CU",17,"1","0",4,"0","1",1,0,0,0,0,3.6,5,0.133,1,-1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"CU",21,"1","0",5,"0","0",1,0,1,0,-3,1.29,4,0.292,1,-1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",22,"1","0",6,"0","0",0,0,0,0,-2,3.65,59,0.275,8,1,14,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",21,"1","0",5,"0","1",2,0,1,0,0,3,5,0.419,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CH",29,"1","0",7,"0","0",2,0,1,0,-2,3.49,75,0.266,23,1,17,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",26,"1","1",7,"1","1",2,1,0,0,0,2.14,2,0.143,0,-1,14,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"FF",16,"1","1",4,"1","2",0,0,0,1,-2,1.29,1,0.261,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"CU",19,"1","0",6,"1","0",0,0,0,0,0,1.99,19,0.26,2,-1,13,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"SI",1,"1","0",1,"0","0",0,0,0,0,0,3.38,18,0.323,2,1,9,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",13,"1","1",4,"3","2",2,0,0,0,0,2.39,29,0.323,8,1,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
