"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeChangeUp","prev_pitch_typeFastball","prev_pitch_typeOthers","prev_pitch_typeSlider.Cutter","prevprev_pitch_type0","prevprev_pitch_typeChangeUp","prevprev_pitch_typeFastball","prevprev_pitch_typeOthers","prevprev_pitch_typeSlider.Cutter"
"ChangeUp",3,"0","0",1,"0","0",2,0,0,0,0,2.74,37,0.26,4,-1,6,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",25,"0","1",6,"0","2",1,1,0,0,3,2.03,12,0.246,0,1,10,3,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",4,"0","1",2,"1","2",0,0,0,0,0,4.21,11,0.287,0,-1,3,2,0,0,0,1,0,0,0,0,0,1,0,0
"ChangeUp",6,"0","1",2,"1","0",1,0,0,0,2,2.08,10,0.291,2,1,8,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",22,"0","1",6,"3","0",0,0,1,0,2,2.12,46,0.239,15,-1,10,3,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",15,"0","1",5,"1","2",0,0,0,0,0,3.68,2,0.538,0,-1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"Slider/Cutter",15,"0","1",5,"1","2",0,0,0,0,2,2.14,3,0.19,2,-1,10,2,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",8,"0","1",2,"1","0",2,1,1,0,1,2.03,16,0.265,3,-1,9,1,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",20,"0","1",6,"1","1",0,0,0,0,0,3.68,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"Slider/Cutter",12,"0","1",3,"0","0",0,0,0,1,-3,4.36,21,0.257,6,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",25,"0","1",7,"0","0",1,1,1,0,0,2.66,3,0.137,2,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",18,"0","0",6,"1","0",1,0,0,0,1,1.73,10,0.213,1,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",23,"0","1",7,"0","2",0,0,0,0,9,3.66,7,0.243,3,-1,4,2,0,0,0,0,0,0,1,0,0,1,0,0
"Slider/Cutter",13,"0","1",4,"0","2",2,0,0,0,3,1.59,15,0.231,2,-1,5,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",28,"0","1",8,"0","2",2,0,0,0,-1,2.87,28,0.273,4,1,6,4,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",6,"0","1",2,"0","0",0,0,0,0,-1,1.5,4,0.302,1,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",14,"0","1",3,"3","1",0,1,1,0,0,1.88,42,0.306,2,1,10,1,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",10,"0","1",2,"0","2",2,1,1,0,-2,2.03,71,0.278,12,1,10,3,0,0,0,0,0,0,1,0,0,1,0,0
"Slider/Cutter",14,"0","1",4,"0","0",0,0,0,0,2,1.97,44,0.29,13,1,5,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",8,"0","1",2,"0","0",2,0,0,0,-1,2.11,15,0.177,9,-1,11,3,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",23,"0","1",6,"2","2",2,0,0,0,10,1.5,9,0.256,4,-1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",11,"0","1",3,"0","2",1,1,0,0,3,1.5,8,0.31,0,-1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",6,"0","1",1,"0","0",2,1,0,0,-2,2.2,19,0.295,1,-1,6,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",16,"0","1",3,"0","0",2,1,0,0,-3,1.99,59,0.265,9,-1,12,3,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",14,"0","1",4,"0","0",1,1,1,0,-1,2.87,22,0.316,5,1,6,4,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",6,"0","0",1,"1","2",1,1,1,0,-2,2.25,5,0.231,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0
"Slider/Cutter",26,"0","1",5,"0","0",2,0,1,0,-4,1.99,64,0.257,6,-1,12,3,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",3,"0","1",1,"1","1",0,1,0,0,-2,2.2,45,0.293,13,-1,6,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",21,"0","1",6,"1","0",1,0,0,0,1,3.04,28,0.266,6,-1,6,2,0,0,0,1,0,0,0,1,0,0,0,0
"ChangeUp",25,"0","0",7,"3","2",1,1,0,0,2,2.14,6,0.253,0,-1,10,2,0,0,0,1,0,0,0,0,1,0,0,0
"ChangeUp",4,"0","1",1,"0","0",0,1,0,0,-1,2.37,8,0.25,3,-1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",3,"0","1",1,"3","2",1,0,0,0,0,1.97,33,0.274,9,1,5,1,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",28,"0","1",7,"3","0",1,0,1,0,-1,3.04,14,0.281,2,-1,6,2,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",16,"0","1",5,"0","1",1,0,0,0,0,2.09,14,0.222,5,1,11,3,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",8,"0","1",3,"0","0",0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",10,"0","0",3,"2","2",0,0,0,0,-2,2.09,36,0.24,10,1,10,1,0,0,0,0,0,0,1,0,0,1,0,0
"Slider/Cutter",25,"0","0",6,"2","2",1,0,0,1,-3,2.01,58,0.195,21,1,10,2,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",18,"0","1",5,"0","0",0,0,0,0,2,2.8,22,0.228,5,-1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",20,"0","1",5,"0","1",2,0,1,0,1,2.08,47,0.279,5,1,8,1,0,0,0,0,0,0,1,1,0,0,0,0
"ChangeUp",20,"0","1",3,"0","0",1,0,0,0,-7,2.37,7,0.203,1,-1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",1,"0","1",1,"0","1",0,0,0,0,0,4.36,20,0.248,7,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",1,"0","1",1,"1","1",0,0,0,0,0,2.87,28,0.273,4,1,6,4,0,0,0,0,1,0,0,0,0,1,0,0
"Slider/Cutter",17,"0","1",4,"0","2",1,1,0,0,-1,5.32,5,0.257,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",1,"0","1",1,"1","0",0,0,0,0,0,1.59,25,0.283,3,-1,5,0,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",1,"0","1",1,"1","2",0,0,0,0,-1,2.03,71,0.278,12,1,10,3,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",18,"0","1",5,"1","0",0,0,0,0,10,1.5,2,0.484,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",4,"0","0",2,"1","0",0,0,0,0,2,2.08,45,0.269,9,1,8,1,0,0,0,0,1,0,0,1,0,0,0,0
"Slider/Cutter",13,"0","0",3,"0","1",2,1,1,0,6,3.66,18,0.297,5,-1,4,2,0,0,0,0,1,0,0,1,0,0,0,0
"Slider/Cutter",28,"0","0",7,"3","2",0,1,0,0,5,1.97,14,0.246,0,1,5,1,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",1,"0","1",1,"1","2",0,0,0,0,0,5.93,12,0.262,2,-1,2,1,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",19,"0","1",5,"2","2",2,0,1,0,0,3.02,8,0.25,2,-1,6,4,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",16,"0","1",4,"2","0",2,1,0,0,1,2.08,29,0.281,2,1,8,1,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",27,"0","1",7,"0","2",2,0,0,0,-1,4.36,10,0.238,0,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",11,"0","1",4,"1","0",1,0,0,0,2,2.3,8,0.267,1,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0
"Slider/Cutter",29,"0","0",8,"1","2",0,0,0,0,4,2.8,48,0.294,16,-1,7,4,0,0,0,0,0,0,1,0,1,0,0,0
"Fastball",14,"0","1",4,"1","0",2,0,0,0,0,2.11,57,0.291,17,-1,11,3,0,0,0,0,0,0,1,1,0,0,0,0
"ChangeUp",30,"0","0",7,"1","2",1,1,0,0,-5,2.74,37,0.26,4,-1,6,3,0,0,0,0,1,0,0,0,0,0,0,1
"ChangeUp",29,"0","1",8,"3","2",0,1,1,1,0,1.59,39,0.294,11,-1,5,0,0,0,0,0,1,0,0,0,0,1,0,0
"Slider/Cutter",18,"0","1",5,"0","1",2,1,0,0,0,3.68,0,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",27,"0","1",7,"0","1",0,0,0,0,5,1.97,2,0.143,1,1,5,1,0,0,0,1,0,0,0,1,0,0,0,0
"ChangeUp",14,"0","1",4,"0","0",0,0,1,0,0,2.74,38,0.244,9,-1,6,3,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",21,"0","1",5,"2","1",2,0,1,0,-2,2.01,75,0.284,23,1,10,2,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",12,"0","1",3,"1","1",1,1,0,0,3,1.5,9,0.439,2,-1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",5,"0","1",2,"0","0",1,0,0,0,0,2.66,3,0.212,1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",2,"0","1",1,"2","1",1,0,0,0,0,2.3,8,0.267,1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0
"ChangeUp",22,"0","1",6,"2","2",1,0,0,0,2,3.27,38,0.234,12,1,5,2,0,0,0,0,0,0,1,0,0,1,0,0
"ChangeUp",19,"0","1",6,"2","2",2,0,0,0,5,1.59,25,0.283,3,-1,5,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",4,"0","1",1,"0","1",2,1,0,0,0,0,0,0.118,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Slider/Cutter",12,"0","0",4,"0","2",0,0,0,0,3,2.16,55,0.256,19,-1,8,1,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",18,"0","1",5,"0","1",0,0,0,0,2,3.27,17,0.265,4,1,5,2,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",11,"0","1",3,"0","1",2,0,1,1,0,3.68,0,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"ChangeUp",12,"0","1",3,"0","0",1,1,0,0,-2,2.09,45,0.296,4,1,10,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",24,"0","1",6,"1","0",2,1,0,0,2,0,0,0.222,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",5,"0","1",2,"0","1",1,0,0,0,0,2.06,33,0.263,9,1,5,0,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",11,"0","0",4,"1","0",0,0,0,0,0,2.3,8,0.293,0,1,7,1,0,0,0,0,0,0,1,1,0,0,0,0
"ChangeUp",4,"0","1",2,"1","0",0,0,0,0,0,3.68,2,0.25,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",5,"0","1",2,"2","2",0,0,0,0,0,2.09,26,0.198,7,1,10,1,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",20,"0","1",6,"0","1",0,0,0,0,-1,2.87,56,0.296,19,1,6,4,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",1,"0","1",1,"0","1",0,0,0,0,2,2.8,25,0.228,8,-1,7,4,0,0,0,0,1,0,0,1,0,0,0,0
"Slider/Cutter",25,"0","0",7,"1","2",2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",19,"0","0",5,"1","1",1,0,0,0,-1,2.01,40,0.294,10,1,10,2,0,0,0,0,1,0,0,0,0,0,0,1
"ChangeUp",12,"0","1",3,"1","2",1,0,0,0,-2,2.25,12,0.377,2,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",10,"0","1",3,"0","0",1,0,0,0,2,2.08,37,0.297,3,1,8,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",2,"0","1",1,"1","2",0,1,0,0,0,2.01,32,0.284,12,1,10,2,0,0,0,0,0,0,1,0,0,1,0,0
"Slider/Cutter",12,"0","1",4,"1","2",0,0,0,0,-1,5.93,17,0.257,6,-1,2,1,0,0,0,0,1,0,0,0,0,1,0,0
"Slider/Cutter",4,"0","1",2,"2","2",0,0,0,0,0,3.68,2,0.25,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"ChangeUp",25,"0","1",7,"0","1",0,0,0,0,-2,2.74,20,0.23,3,-1,6,3,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",25,"0","1",6,"2","2",2,1,1,0,1,2.08,29,0.281,2,1,8,1,0,0,0,0,0,0,1,0,0,0,0,1
"Slider/Cutter",25,"0","1",7,"0","1",1,0,0,0,7,2.03,41,0.309,2,-1,9,1,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",6,"0","1",1,"3","2",2,1,0,0,-2,2.2,19,0.295,1,-1,6,1,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",18,"0","1",5,"1","1",1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",23,"0","1",5,"0","0",2,0,0,1,-1,5.32,17,0.301,4,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",9,"0","1",3,"1","2",2,0,0,0,0,2.06,4,0.333,2,1,5,0,0,0,0,1,0,0,0,0,0,1,0,0
"Slider/Cutter",19,"0","1",4,"0","1",0,0,1,0,-2,1.88,22,0.313,4,1,10,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",23,"0","1",6,"0","0",0,0,0,0,-2,2.27,0,0,0,-1,6,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",28,"0","1",7,"0","2",0,0,0,1,-4,2.74,0,0.212,0,-1,6,3,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",22,"0","0",6,"0","0",2,0,0,0,7,3.66,18,0.297,5,-1,4,2,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",17,"0","1",4,"3","2",2,0,1,0,-2,2.74,15,0.248,5,-1,6,3,0,0,0,1,0,0,0,0,0,0,0,1
"ChangeUp",24,"0","1",7,"0","1",1,0,0,0,-1,2.87,39,0.256,12,1,6,4,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",13,"0","1",5,"0","0",0,0,0,0,2,2.3,17,0.241,6,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",23,"0","1",7,"0","1",0,0,0,0,9,3.66,7,0.243,3,-1,4,2,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",22,"0","1",6,"2","2",0,0,0,0,0,2.25,12,0.377,2,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",15,"0","1",5,"1","2",0,0,0,0,0,3.68,2,0.538,0,-1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"ChangeUp",18,"0","1",5,"0","1",1,0,0,0,7,3.66,3,0.375,0,-1,4,2,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",2,"0","1",1,"2","1",0,0,0,0,0,1.76,5,0.171,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
"Slider/Cutter",9,"0","1",3,"0","0",0,0,0,0,1,3.04,11,0.156,2,-1,6,2,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",15,"0","1",5,"1","2",0,0,0,0,0,2.11,21,0.195,3,-1,11,3,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",24,"0","1",7,"0","1",1,1,0,0,2,4.21,18,0.19,6,-1,3,2,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",6,"0","1",2,"3","1",1,0,0,0,0,2.66,1,0.231,0,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",3,"0","1",1,"2","1",2,0,0,0,0,2.06,52,0.326,12,1,5,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",11,"0","1",3,"2","2",2,0,0,0,2,2.03,47,0.235,19,-1,9,1,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",12,"0","1",3,"0","1",1,0,0,0,-2,2.25,12,0.377,2,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",21,"0","1",5,"3","2",1,0,0,0,-2,2.27,65,0.277,25,-1,6,1,0,0,0,0,0,0,1,0,0,1,0,0
"Slider/Cutter",16,"0","0",5,"0","2",0,0,0,0,2,2.14,6,0.253,0,-1,10,2,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",20,"0","1",6,"0","1",0,0,0,0,0,2.11,10,0.25,1,-1,11,3,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",5,"0","1",1,"1","1",2,1,1,0,0,2.27,0,0,0,-1,6,1,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",16,"0","1",3,"1","0",1,0,0,1,-3,1.88,38,0.228,6,1,10,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",19,"0","1",5,"0","0",0,0,0,0,0,5.32,5,0.278,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",32,"0","1",9,"0","0",2,1,1,0,2,2.87,22,0.316,5,1,6,4,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",10,"0","1",3,"0","0",1,0,0,0,2,2.03,18,0.323,3,-1,9,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",26,"0","1",7,"2","2",2,0,0,0,2,3.27,13,0.227,2,1,5,2,0,0,0,1,0,0,0,0,1,0,0,0
"Slider/Cutter",5,"0","1",2,"0","1",1,0,0,0,0,3.01,7,0.244,3,1,6,3,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",28,"0","1",9,"0","0",2,0,0,0,3,1.73,10,0.251,3,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",1,"0","0",1,"0","0",0,0,0,0,0,2.09,36,0.24,10,1,10,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",5,"0","1",2,"1","1",0,0,0,0,0,2.09,52,0.277,10,1,11,3,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",7,"0","1",2,"0","2",1,1,0,0,6,3.66,6,0.151,1,-1,4,2,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",22,"0","1",6,"2","0",0,0,1,0,2,2.12,46,0.239,15,-1,10,3,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",3,"0","1",1,"0","1",1,1,0,0,2,2.8,50,0.272,12,-1,7,4,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",25,"0","1",6,"3","2",0,1,0,0,-1,5.32,8,0.217,2,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",1,"0","1",1,"0","1",0,0,0,0,0,1.73,10,0.251,3,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",3,"0","1",1,"1","0",1,0,1,0,0,2.2,105,0.314,23,-1,12,4,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",1,"0","1",1,"1","2",0,0,0,0,0,2.87,28,0.273,4,1,6,4,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",6,"0","1",2,"2","2",0,1,0,0,-2,2.09,6,0.3,1,1,10,1,0,0,0,1,0,0,0,0,1,0,0,0
"Slider/Cutter",14,"0","1",4,"2","2",2,0,1,0,0,2.66,3,0.212,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1
"ChangeUp",10,"0","1",4,"0","0",0,0,0,0,0,2.06,19,0.277,4,1,5,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",4,"0","1",1,"1","0",1,0,1,0,0,1.99,40,0.223,14,-1,12,3,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",16,"0","1",4,"1","1",0,0,0,0,-1,4.36,2,0.375,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",13,"0","1",3,"2","0",2,1,1,0,0,2.2,100,0.335,31,-1,12,4,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",3,"0","1",1,"2","2",2,0,0,0,0,2.3,23,0.264,9,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0
"ChangeUp",18,"0","1",5,"1","2",0,0,0,0,2,3.27,17,0.265,4,1,5,2,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",2,"0","1",1,"0","0",1,0,0,0,0,1.73,13,0.277,1,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",27,"0","1",7,"0","0",2,0,0,0,-1,4.36,10,0.238,0,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",12,"0","1",3,"3","2",1,0,0,0,0,5.32,19,0.351,6,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",8,"0","1",2,"2","2",2,0,0,0,-2,4.36,0,0.242,0,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0
"ChangeUp",5,"0","1",2,"0","0",0,0,0,0,6,3.66,7,0.243,3,-1,4,2,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",24,"0","1",6,"2","0",0,0,1,0,-3,2.01,42,0.285,6,1,10,2,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",7,"0","1",2,"0","2",1,1,0,0,0,2.09,14,0.222,5,1,11,3,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",10,"0","0",4,"1","2",0,0,0,0,2,2.3,14,0.272,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1
"ChangeUp",24,"0","1",6,"0","0",0,0,1,0,-3,2.01,42,0.285,6,1,10,2,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",1,"0","1",1,"0","0",0,0,0,0,0,4.36,20,0.248,7,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",20,"0","1",5,"0","0",0,0,1,0,0,5.32,12,0.292,0,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",27,"0","1",8,"3","0",1,1,0,0,1,2.09,39,0.23,4,1,11,3,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",13,"0","1",4,"1","2",1,0,0,0,3,2.16,34,0.273,10,-1,8,1,0,0,0,0,1,0,0,0,0,1,0,0
"Slider/Cutter",12,"0","0",4,"0","1",0,1,0,0,0,2.66,8,0.237,2,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",10,"0","1",3,"1","1",1,0,0,0,0,2.09,45,0.259,9,1,11,3,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",2,"0","1",1,"1","1",1,0,0,0,0,1.97,28,0.301,10,1,5,1,0,0,0,1,0,0,0,0,1,0,0,0
"ChangeUp",26,"0","1",7,"2","0",0,1,0,0,-1,3.04,3,0.143,1,-1,6,2,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",13,"0","0",3,"0","0",1,0,0,0,-2,2.25,9,0.315,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",21,"0","1",5,"1","1",2,0,1,0,-2,2.01,75,0.284,23,1,10,2,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",25,"0","1",7,"2","2",2,1,0,0,-1,2.06,21,0.269,5,1,5,0,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",21,"0","1",5,"0","0",0,1,1,0,3,1.97,33,0.274,9,1,5,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",17,"0","1",4,"0","0",2,0,1,0,-2,2.74,15,0.248,5,-1,6,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",7,"0","1",2,"1","0",1,0,0,0,1,3.04,10,0.286,1,-1,6,2,0,0,0,0,1,0,0,1,0,0,0,0
"Slider/Cutter",19,"0","0",5,"0","1",0,0,0,0,4,1.97,14,0.246,0,1,5,1,0,0,0,0,1,0,0,1,0,0,0,0
"Slider/Cutter",4,"0","1",2,"1","1",0,0,0,0,0,3.68,2,0.25,0,-1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",9,"0","1",2,"0","0",0,1,0,0,-2,2.25,2,0.263,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",13,"0","1",3,"2","2",2,1,1,0,0,2.2,100,0.335,31,-1,12,4,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",25,"0","1",6,"1","0",2,0,0,1,0,2.2,15,0.237,0,-1,12,4,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",23,"0","1",8,"0","2",0,0,0,0,3,1.73,7,0.283,3,1,4,0,0,0,0,1,0,0,0,0,1,0,0,0
"ChangeUp",28,"0","1",8,"3","2",0,1,1,0,4,1.59,25,0.283,3,-1,5,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",27,"0","0",8,"1","0",0,0,0,0,0,3.02,36,0.291,9,-1,6,4,0,0,0,0,0,0,1,1,0,0,0,0
"Slider/Cutter",19,"0","1",6,"0","0",0,0,0,0,2,2.14,19,0.308,3,-1,10,2,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",17,"0","0",6,"0","1",1,0,0,0,1,3.01,21,0.239,4,1,6,3,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",17,"0","1",5,"1","2",1,1,0,0,-1,2.06,6,0.275,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",15,"0","1",3,"1","2",0,0,1,1,-2,1.88,0,0,0,1,10,1,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",15,"0","1",4,"0","0",0,1,0,0,0,2.2,62,0.264,10,-1,12,4,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",21,"0","1",6,"1","2",0,0,0,0,2,3.27,27,0.296,5,1,5,2,0,0,0,0,0,0,1,0,0,0,0,1
"ChangeUp",6,"0","1",2,"0","1",1,0,1,0,1,2.12,8,0.286,2,-1,10,3,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",2,"0","1",1,"1","1",1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",7,"0","1",3,"0","2",0,0,0,0,2,2.3,6,0.406,1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",4,"0","0",2,"0","0",0,0,0,0,2,2.08,45,0.269,9,1,8,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",21,"0","0",6,"2","2",2,0,0,0,-1,2.66,8,0.237,2,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0
"Slider/Cutter",25,"0","0",8,"0","0",0,0,0,0,5,2.3,14,0.242,4,1,7,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",21,"0","1",4,"1","1",2,1,1,1,-1,2.2,45,0.293,13,-1,6,1,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",22,"0","1",7,"0","0",1,0,0,0,5,1.59,15,0.231,2,-1,5,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",20,"0","1",5,"2","0",2,0,0,0,10,1.5,8,0.31,0,-1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
