"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeChangeUp","prev_pitch_typeFastball","prev_pitch_typeOthers","prev_pitch_typeSlider.Cutter","prevprev_pitch_type0","prevprev_pitch_typeChangeUp","prevprev_pitch_typeFastball","prevprev_pitch_typeOthers","prevprev_pitch_typeSlider.Cutter"
"Fastball",20,"0","1",5,"2","2",2,0,0,0,10,1.5,8,0.31,0,-1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",22,"0","1",6,"0","1",0,0,0,0,2,0,0,0.118,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"ChangeUp",14,"0","0",5,"0","0",0,0,0,0,3,1.59,8,0.357,3,-1,5,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",1,"0","1",1,"0","1",0,0,0,0,0,0,1,0.125,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",12,"0","0",4,"0","0",1,0,0,0,0,2.3,51,0.323,6,1,7,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",21,"0","1",7,"0","0",1,0,0,0,3,1.73,6,0.345,2,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",11,"0","1",4,"0","0",0,0,0,0,0,3.02,20,0.273,6,-1,6,4,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",7,"0","1",2,"0","2",1,0,0,0,-1,5.32,8,0.217,2,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0
"Slider/Cutter",10,"0","0",3,"1","2",0,0,0,0,-1,2.01,40,0.294,10,1,10,2,0,0,0,0,0,0,1,0,0,1,0,0
"Slider/Cutter",20,"0","1",6,"0","1",0,0,0,0,0,3.68,0,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",3,"0","1",1,"0","0",2,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",6,"0","1",2,"0","2",1,0,0,0,-1,4.36,16,0.252,2,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",24,"0","1",7,"0","0",0,0,0,0,2,3.27,0,0,0,1,5,2,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",22,"0","1",6,"0","0",2,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",23,"0","1",7,"0","0",0,0,0,0,-1,2.87,22,0.316,5,1,6,4,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",7,"0","1",2,"0","0",1,1,0,0,0,2.09,14,0.222,5,1,11,3,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",14,"0","1",3,"1","1",2,0,0,0,-2,5.32,17,0.301,4,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0
"Slider/Cutter",29,"0","1",7,"0","0",2,0,0,0,3,2.03,73,0.28,15,1,10,3,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",21,"0","1",4,"0","1",1,1,0,0,-4,1.99,47,0.295,4,-1,12,3,0,0,0,1,0,0,0,1,0,0,0,0
"ChangeUp",23,"0","1",5,"3","2",2,0,0,1,-1,5.32,17,0.301,4,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",17,"0","1",5,"2","2",0,0,0,0,3,2.16,2,0.174,1,-1,8,1,0,0,0,1,0,0,0,0,1,0,0,0
"Slider/Cutter",1,"0","1",1,"0","2",0,0,0,0,0,0,1,0.25,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",19,"0","1",6,"0","1",0,0,0,0,0,2.11,2,0.275,0,-1,11,3,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",29,"0","1",7,"2","2",2,0,0,0,3,2.03,73,0.28,15,1,10,3,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",13,"0","1",4,"3","2",0,0,0,0,-1,2.01,83,0.26,31,1,10,2,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",7,"0","1",2,"0","0",1,0,0,0,-1,1.5,2,0.182,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",26,"0","1",7,"3","2",2,0,0,0,0,3.02,2,0.138,0,-1,6,4,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",11,"0","1",4,"3","2",1,0,0,0,0,2.06,28,0.286,6,1,5,0,0,0,0,1,0,0,0,0,0,0,0,1
"Fastball",14,"0","1",3,"2","2",1,1,0,0,-2,2.03,58,0.312,17,1,10,3,0,0,0,0,0,0,1,0,1,0,0,0
"ChangeUp",4,"0","1",2,"1","2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",22,"0","1",7,"1","0",0,1,0,0,2,4.21,11,0.287,0,-1,3,2,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",19,"0","1",5,"2","1",1,0,0,0,10,1.5,2,0.263,1,-1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",16,"0","1",6,"0","2",0,0,0,0,1,3.01,24,0.212,6,1,6,3,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",17,"0","0",6,"0","0",1,0,0,0,1,3.01,21,0.239,4,1,6,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",15,"0","1",4,"2","2",2,1,0,0,1,2.12,8,0.286,2,-1,10,3,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",25,"0","1",8,"0","2",1,0,0,0,1,3.01,24,0.212,6,1,6,3,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",1,"0","1",1,"0","0",0,0,0,0,0,3.04,14,0.281,2,-1,6,2,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",5,"0","1",1,"3","2",2,1,1,0,0,1.76,1,0.292,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",30,"0","1",8,"0","0",1,1,1,0,0,3.02,40,0.303,11,-1,6,4,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",9,"0","1",3,"0","0",0,1,0,0,1,2.12,6,0.222,0,-1,10,3,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",17,"0","1",4,"0","0",1,0,0,0,2,2.03,18,0.255,4,1,10,3,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",14,"0","1",4,"0","1",1,0,0,0,3,2.16,29,0.236,5,-1,8,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",10,"0","1",3,"0","0",2,1,0,0,0,4.21,19,0.279,6,-1,3,2,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",20,"0","1",7,"0","0",0,0,0,0,1,3.01,24,0.238,3,1,6,3,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",5,"0","1",2,"0","0",1,0,0,0,1,2.74,38,0.244,9,-1,6,3,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",6,"0","1",2,"0","0",2,0,0,0,0,2.3,9,0.237,1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",12,"0","1",3,"2","1",1,1,0,1,2,2.8,50,0.272,12,-1,7,4,0,0,0,1,0,0,0,0,1,0,0,0
"ChangeUp",20,"0","0",6,"1","1",0,0,0,0,7,3.66,25,0.246,8,-1,4,2,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",9,"0","1",3,"0","1",1,0,0,0,1,3.27,17,0.265,4,1,5,2,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",10,"0","1",3,"2","2",2,0,0,0,1,3.27,19,0.235,8,1,5,2,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",16,"0","1",4,"3","2",0,0,0,0,-1,2.2,12,0.23,4,-1,6,1,0,0,0,1,0,0,0,0,0,1,0,0
"ChangeUp",17,"0","1",4,"0","1",1,1,0,0,-1,5.32,5,0.257,1,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",6,"0","1",2,"0","0",0,0,0,0,0,2.09,45,0.247,6,1,11,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",12,"0","1",4,"0","0",0,1,0,0,1,3.27,27,0.296,5,1,5,2,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",23,"0","1",6,"3","1",0,0,1,0,1,2.08,36,0.269,3,1,8,1,0,0,0,1,0,0,0,0,0,0,0,1
"ChangeUp",1,"0","1",1,"3","2",0,0,0,0,0,2.2,87,0.274,16,-1,12,4,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",3,"0","1",1,"3","2",2,0,0,0,0,2.06,52,0.326,12,1,5,0,0,0,0,0,1,0,0,0,1,0,0,0
"Slider/Cutter",10,"0","1",2,"0","2",2,1,1,0,0,1.76,2,0.2,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",12,"0","1",3,"1","1",1,0,0,0,0,5.32,19,0.351,6,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",22,"0","1",5,"0","0",2,1,0,0,-2,2.27,34,0.27,5,-1,6,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",23,"0","0",7,"0","2",1,0,0,0,5,2.3,59,0.283,13,1,7,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",17,"0","1",5,"3","1",0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",10,"0","1",3,"0","0",0,1,0,0,-1,4.36,20,0.248,7,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",2,"0","1",1,"2","2",1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"ChangeUp",17,"0","1",5,"0","2",0,0,0,0,0,5.93,7,0.188,2,-1,2,1,0,0,0,1,0,0,0,0,1,0,0,0
"Slider/Cutter",15,"0","1",3,"0","0",2,0,1,1,-2,2.03,57,0.263,10,1,10,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",28,"0","1",8,"0","1",2,0,0,0,-1,2.87,28,0.273,4,1,6,4,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",19,"0","1",5,"0","1",2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Slider/Cutter",20,"0","1",5,"0","1",2,0,0,0,-2,2.74,35,0.257,14,-1,6,3,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",8,"0","0",2,"0","1",2,1,0,0,2,2.8,0,0.031,0,-1,7,4,4,7,0,0,1,0,0,1,0,0,0,0
"ChangeUp",14,"0","1",4,"0","0",0,0,0,0,2,2.8,11,0.317,1,-1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",10,"0","1",3,"2","2",1,0,0,0,0,2.09,45,0.259,9,1,11,3,0,0,0,1,0,0,0,0,1,0,0,0
"ChangeUp",20,"0","1",6,"1","2",1,0,0,0,-1,2.06,28,0.286,6,1,5,0,0,0,0,0,0,0,1,0,0,1,0,0
"ChangeUp",6,"0","1",2,"0","2",1,0,0,0,2,0,0,0.222,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",13,"0","0",4,"0","1",0,0,0,0,2,2.08,45,0.269,9,1,8,1,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",27,"0","1",8,"2","0",1,1,0,0,1,2.09,39,0.23,4,1,11,3,0,0,0,1,0,0,0,0,0,0,0,1
"Fastball",30,"0","0",7,"0","2",1,1,0,0,-5,2.74,37,0.26,4,-1,6,3,0,0,0,0,1,0,0,0,0,0,0,1
"Slider/Cutter",2,"0","1",1,"1","2",0,0,1,0,0,2.2,82,0.287,17,-1,12,4,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",22,"0","1",5,"3","1",1,1,0,0,0,1.76,1,0.219,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0
"Slider/Cutter",11,"0","1",3,"0","2",1,0,0,0,-1,2.01,32,0.284,12,1,10,2,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",6,"0","0",1,"1","1",1,1,1,0,-2,2.25,5,0.231,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0
"ChangeUp",2,"0","1",1,"0","1",1,0,0,0,0,3.68,0,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",17,"0","1",4,"1","2",1,1,0,0,-2,2.27,0,0,0,-1,6,1,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",26,"0","1",8,"0","1",0,0,0,0,2,4.21,18,0.267,4,-1,3,2,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",10,"0","1",3,"0","1",2,1,0,0,1,2.74,0,0.212,0,-1,6,3,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",23,"0","1",7,"0","0",0,0,0,0,9,3.66,7,0.243,3,-1,4,2,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",25,"0","0",8,"1","0",2,0,0,0,3,1.73,17,0.214,4,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",14,"0","1",3,"2","2",1,1,0,1,-1,2.2,10,0.296,3,-1,6,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",12,"0","1",4,"2","1",0,0,0,0,0,2.09,93,0.257,26,1,11,3,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",6,"0","1",2,"0","1",1,0,0,0,0,3.27,0,0,0,1,5,2,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",21,"0","1",7,"1","1",0,0,0,0,1,2.09,93,0.257,26,1,11,3,0,0,0,0,1,0,0,0,0,1,0,0
"Slider/Cutter",13,"0","1",4,"0","0",1,0,0,0,0,2.09,37,0.241,6,1,11,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",9,"0","0",3,"1","0",1,0,0,0,0,2.66,7,0.244,0,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",11,"0","1",4,"0","0",0,0,0,0,1,3.27,7,0.264,1,1,5,2,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",19,"0","1",6,"1","2",2,0,0,0,5,1.59,25,0.283,3,-1,5,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",26,"0","1",8,"1","0",1,1,0,0,1,2.09,5,0.226,1,1,11,3,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",1,"0","1",1,"0","0",0,0,0,0,0,1.99,46,0.274,2,-1,12,3,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",16,"0","1",6,"0","0",0,0,0,0,1,3.01,24,0.212,6,1,6,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",1,"0","1",1,"1","1",0,0,0,0,2,2.14,19,0.308,3,-1,10,2,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",1,"0","0",1,"0","0",0,0,0,0,0,1.89,11,0.284,1,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",16,"0","1",6,"1","2",0,0,0,0,1,3.01,24,0.212,6,1,6,3,0,0,0,0,0,0,1,0,0,1,0,0
"Slider/Cutter",13,"0","1",3,"0","2",1,0,1,0,-2,5.32,9,0.203,0,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0
"ChangeUp",6,"0","1",2,"1","0",0,1,0,0,-2,2.09,6,0.3,1,1,10,1,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",10,"0","1",3,"1","1",2,0,0,0,-1,2.87,28,0.273,4,1,6,4,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",19,"0","1",5,"0","0",2,1,0,0,4,2.03,18,0.323,3,-1,9,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",13,"0","1",3,"2","0",0,0,1,0,0,2.37,8,0.25,3,-1,2,0,0,0,0,1,0,0,0,0,0,0,0,1
"Fastball",22,"0","1",4,"0","1",2,1,1,0,-4,1.99,40,0.223,14,-1,12,3,0,0,0,1,0,0,0,1,0,0,0,0
"ChangeUp",6,"0","1",2,"0","1",2,0,0,0,0,2.3,32,0.223,12,1,7,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",12,"0","1",3,"2","2",1,1,0,1,2,2.8,50,0.272,12,-1,7,4,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",11,"0","0",3,"2","1",0,0,0,0,-2,2.25,5,0.305,3,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",23,"0","0",6,"0","0",2,0,0,1,0,3.02,28,0.277,9,-1,6,4,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",2,"0","1",1,"0","1",1,0,0,0,0,3.27,7,0.264,1,1,5,2,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",10,"0","1",3,"1","1",2,1,0,0,1,2.74,0,0.212,0,-1,6,3,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",5,"0","1",1,"1","2",2,0,1,0,-1,1.5,9,0.256,4,-1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"Slider/Cutter",14,"0","1",4,"0","0",2,0,0,0,0,2.11,57,0.291,17,-1,11,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",11,"0","1",3,"1","0",1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ChangeUp",23,"0","1",5,"0","1",0,1,0,0,-1,2.2,10,0.296,3,-1,6,1,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",13,"0","1",4,"0","2",0,0,0,0,2,0,0,0.118,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",18,"0","1",5,"1","1",1,1,0,0,4,2.03,21,0.271,3,-1,9,1,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",25,"0","1",5,"0","1",1,0,0,0,-4,1.99,59,0.265,9,-1,12,3,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",4,"0","0",1,"1","2",2,1,1,0,0,3.66,18,0.297,5,-1,4,2,0,0,0,0,0,0,1,0,0,1,0,0
"Slider/Cutter",25,"0","0",6,"2","2",1,0,0,1,-3,2.01,58,0.195,21,1,10,2,0,0,0,0,1,0,0,0,0,0,0,1
"ChangeUp",18,"0","1",5,"0","0",0,0,0,0,4,1.97,2,0.143,1,1,5,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",21,"0","1",5,"2","1",0,1,1,0,3,1.97,33,0.274,9,1,5,1,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",18,"0","1",5,"3","2",0,1,0,0,3,1.76,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",27,"0","1",8,"0","1",0,0,1,0,4,2.16,0,0,0,-1,8,1,0,0,0,1,0,0,0,1,0,0,0,0
"ChangeUp",20,"0","1",3,"0","2",1,0,0,0,-7,2.37,7,0.203,1,-1,2,0,0,0,0,1,0,0,0,0,1,0,0,0
"Slider/Cutter",4,"0","1",2,"2","2",0,0,0,0,1,2.12,46,0.239,15,-1,10,3,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",22,"0","1",7,"3","1",0,0,0,0,0,2.66,9,0.302,3,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0
"Slider/Cutter",17,"0","1",4,"2","2",2,0,1,0,-2,2.74,15,0.248,5,-1,6,3,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",1,"0","1",1,"0","1",0,0,0,0,0,3.02,8,0.25,2,-1,6,4,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",20,"0","1",5,"0","2",2,0,0,0,-2,2.74,35,0.257,14,-1,6,3,0,0,0,0,0,0,1,0,0,1,0,0
"Slider/Cutter",8,"0","0",2,"1","0",1,0,0,0,-2,2.09,5,0.237,0,1,10,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",29,"0","1",8,"0","1",0,1,1,1,0,1.59,39,0.294,11,-1,5,0,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",4,"0","1",1,"1","2",1,1,1,0,0,3.04,28,0.264,7,-1,6,2,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",20,"0","1",6,"0","0",0,0,0,0,0,3.68,0,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",12,"0","1",3,"1","2",2,0,0,0,-1,2.01,75,0.284,23,1,10,2,0,0,0,0,0,0,1,0,0,0,0,1
"Slider/Cutter",8,"0","0",2,"0","2",2,1,0,0,2,2.14,46,0.229,8,-1,10,2,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",7,"0","1",2,"1","1",1,0,0,0,0,1.99,59,0.265,9,-1,12,3,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",4,"0","1",1,"0","2",2,1,0,0,0,1.97,29,0.26,9,1,5,1,0,0,0,0,1,0,0,0,0,0,0,1
"ChangeUp",10,"0","1",3,"0","0",0,1,0,0,2,2.8,25,0.228,8,-1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",7,"0","1",3,"0","0",0,0,0,0,0,4.21,4,0.2,2,-1,3,2,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",19,"0","1",6,"0","0",1,0,0,0,0,2.09,45,0.259,9,1,11,3,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",3,"0","0",1,"2","1",2,0,0,0,0,3.01,10,0.241,5,1,6,3,0,0,0,0,0,0,1,0,0,1,0,0
"ChangeUp",16,"0","1",4,"0","0",2,1,0,0,0,2.2,15,0.237,0,-1,12,4,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",17,"0","0",5,"0","1",1,0,0,0,1,2.12,15,0.28,1,-1,10,3,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",21,"0","1",7,"0","1",0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"ChangeUp",29,"0","1",7,"1","1",2,0,0,0,3,2.03,73,0.28,15,1,10,3,0,0,0,1,0,0,0,0,0,0,0,1
"ChangeUp",14,"0","1",4,"2","1",0,0,0,0,2,1.76,1,0.292,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",1,"0","1",1,"1","2",0,0,0,0,0,1.99,46,0.274,2,-1,12,3,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",1,"0","1",1,"0","0",0,0,0,0,-1,2.03,71,0.278,12,1,10,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",6,"0","1",2,"1","1",0,0,0,0,0,1.99,65,0.258,16,-1,12,3,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",8,"0","1",3,"1","2",0,0,0,0,2,2.08,2,0.111,1,1,8,1,0,0,0,1,0,0,0,0,0,0,0,1
"Fastball",1,"0","0",1,"0","0",0,0,0,0,1,2.16,18,0.313,2,-1,8,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",8,"0","1",3,"2","1",0,0,0,0,0,0,0,0.25,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",19,"0","1",4,"2","0",1,0,0,0,-4,1.99,46,0.274,2,-1,12,3,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",21,"0","1",7,"2","2",0,0,0,0,2,4.21,25,0.314,6,-1,3,2,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",23,"0","1",6,"0","0",1,1,0,0,2,0,0,0.133,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",3,"0","1",1,"2","2",1,0,0,0,0,1.97,33,0.274,9,1,5,1,0,0,0,1,0,0,0,0,0,0,0,1
"ChangeUp",27,"0","1",7,"0","1",2,1,1,0,2,2.14,9,0.197,0,-1,10,2,0,0,0,0,0,0,1,1,0,0,0,0
"ChangeUp",2,"0","1",1,"0","1",1,0,0,0,0,4.21,25,0.353,6,-1,3,2,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",13,"0","1",4,"2","1",1,0,0,0,2,2.03,38,0.237,6,-1,9,1,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",14,"0","1",5,"3","1",1,0,0,0,0,3.01,7,0.244,3,1,6,3,0,0,0,1,0,0,0,0,1,0,0,0
"Slider/Cutter",19,"0","0",6,"1","2",2,1,0,0,2,2.3,14,0.272,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1
"ChangeUp",2,"0","1",1,"1","0",1,0,0,0,0,1.97,28,0.301,10,1,5,1,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",18,"0","1",5,"1","2",0,0,0,0,2,2.8,22,0.228,5,-1,7,4,0,0,0,1,0,0,0,0,0,0,0,1
"ChangeUp",14,"0","1",4,"1","0",2,0,1,0,0,2.66,3,0.212,1,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",2,"0","1",1,"3","2",0,0,0,0,0,1.88,48,0.234,19,1,10,1,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",22,"0","1",6,"2","0",0,0,0,0,-1,4.36,24,0.281,6,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1
"ChangeUp",15,"0","1",4,"1","0",2,1,0,0,-1,5.93,9,0.222,3,-1,2,1,0,0,0,1,0,0,0,1,0,0,0,0
"ChangeUp",22,"0","1",6,"1","2",0,0,0,0,-3,2.01,83,0.26,31,1,10,2,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",23,"0","1",6,"1","1",2,1,0,0,7,2.03,29,0.213,10,-1,9,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",13,"0","1",4,"0","0",1,0,0,0,0,3.68,2,0.25,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",5,"0","1",1,"0","2",2,0,1,0,-1,1.5,9,0.256,4,-1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",18,"0","0",5,"0","1",0,1,0,0,1,2.08,13,0.294,1,1,8,1,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",21,"0","1",6,"0","0",1,0,0,0,1,3.04,28,0.266,6,-1,6,2,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",23,"0","1",6,"2","2",2,0,0,0,10,1.5,9,0.256,4,-1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",14,"0","1",4,"1","2",1,1,0,0,-1,5.93,3,0.296,1,-1,2,1,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",3,"0","0",1,"0","2",2,0,0,0,0,2.66,8,0.237,2,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",7,"0","1",3,"0","2",0,0,0,0,0,2.06,21,0.269,5,1,5,0,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",1,"0","1",1,"1","0",0,0,0,0,0,2.87,28,0.273,4,1,6,4,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",12,"0","1",4,"0","0",0,0,0,0,2,2.08,37,0.282,11,1,8,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",20,"0","1",6,"1","0",0,0,0,0,0,5.93,12,0.262,2,-1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",27,"0","1",8,"0","1",0,0,0,0,1,3.68,3,0.267,0,-1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"Slider/Cutter",6,"0","1",2,"0","2",1,0,1,0,1,2.12,8,0.286,2,-1,10,3,0,0,0,1,0,0,0,0,0,0,0,1
"Fastball",14,"0","1",4,"2","2",0,0,0,0,-2,2.09,61,0.322,16,1,10,1,0,0,0,0,1,0,0,0,1,0,0,0
