pitch_type,bat_order,pitch_rl,bat_rl,inning,balls,strikes,out,on_1b,on_2b,on_3b,score_diff,era,rbi,avg,hr,pitcher_at_home,pitcher_wins,pitcher_losses,batter_wins,batter_losses,prev_pitch_type0,prev_pitch_typeChangeUp,prev_pitch_typeFastball,prev_pitch_typeKnuckleBall,prev_pitch_typeSlider.Cutter,prevprev_pitch_type0,prevprev_pitch_typeChangeUp,prevprev_pitch_typeFastball,prevprev_pitch_typeKnuckleBall,prevprev_pitch_typeSlider.Cutter
Fastball,3,1,1,1,0,0,0,1,0,0,-1,3.55,57,0.323,18,1,11,2,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,9,1,0,4,2,0,2,0,0,0,0,4.97,3,0.3,1,-1,4,2,0,0,0,0,0,0,1,0,0,0,0,1
ChangeUp,3,1,0,1,3,2,2,0,0,0,0,3.73,52,0.278,10,1,9,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,9,1,0,2,1,2,2,0,1,0,-1,4.91,4,0.228,0,1,5,3,0,0,0,0,1,0,0,0,0,0,1,0
Fastball,2,1,1,5,1,0,0,0,0,0,4,2.81,6,0.132,3,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0
KnuckleBall,7,1,1,4,2,1,0,0,0,0,1,4.53,16,0.227,6,-1,4,2,0,0,0,1,0,0,0,0,0,1,0,0
Fastball,1,1,0,4,0,0,0,0,0,0,0,7.58,8,0.277,1,1,2,2,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,9,1,0,3,0,1,1,0,0,0,0,1.35,0,0.053,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,7,1,0,3,3,2,1,1,0,0,-3,3.8,7,0.213,3,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0
ChangeUp,5,1,0,3,1,0,2,0,1,0,0,4.03,50,0.279,6,-1,7,5,0,0,0,0,0,1,0,1,0,0,0,0
KnuckleBall,6,1,1,4,1,2,0,0,0,0,0,3.41,66,0.249,11,1,11,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,3,1,1,5,1,0,0,0,0,0,4,5.05,86,0.252,33,1,10,11,0,0,0,0,0,0,1,1,0,0,0,0
KnuckleBall,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Fastball,4,1,0,1,0,0,2,1,0,0,0,4.58,15,0.283,2,1,9,9,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,8,1,0,4,1,1,0,1,1,0,0,3.41,24,0.275,4,1,11,5,0,0,0,0,1,0,0,0,0,1,0,0
KnuckleBall,7,1,0,6,0,2,2,1,0,1,-1,4.11,20,0.246,5,1,7,4,0,0,0,0,0,1,0,0,0,0,1,0
Slider/Cutter,2,1,0,1,0,1,1,0,0,0,0,4.11,28,0.274,7,-1,7,5,0,0,0,1,0,0,0,1,0,0,0,0
Fastball,1,1,1,1,1,1,0,0,0,0,0,3.8,14,0.276,1,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0
Fastball,1,1,0,2,2,1,1,1,0,0,-1,4.03,26,0.288,11,-1,7,5,0,0,0,0,0,1,0,0,0,1,0,0
Fastball,3,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Fastball,3,1,0,1,2,2,0,1,1,0,0,3.41,40,0.271,4,1,11,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,4,1,0,3,1,1,1,0,0,0,-2,3.38,15,0.194,6,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0
ChangeUp,6,1,0,1,1,0,1,1,1,1,-1,3.38,12,0.231,6,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0
Fastball,3,1,1,2,1,0,0,1,0,0,-4,1.71,13,0.262,6,-1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
KnuckleBall,2,1,1,1,0,1,1,0,0,0,1,4.97,29,0.261,10,-1,4,2,0,0,0,0,0,0,1,1,0,0,0,0
Slider/Cutter,2,1,1,4,1,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Fastball,3,1,0,1,3,2,2,0,0,0,2,3.4,98,0.263,32,-1,11,5,0,0,0,0,0,0,1,0,0,1,0,0
Slider/Cutter,2,1,1,6,0,2,0,0,0,0,-1,3.73,31,0.271,3,1,9,5,0,0,0,0,0,0,1,0,0,0,0,1
Fastball,6,1,1,6,1,0,1,0,0,0,4,3.29,0,0.25,0,1,12,5,0,0,0,0,1,0,0,1,0,0,0,0
KnuckleBall,9,1,0,5,1,1,1,0,0,0,-2,1.35,0,0.053,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Slider/Cutter,9,1,1,2,0,0,1,0,0,0,-1,2.87,9,0.305,3,1,9,1,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,5,1,0,7,2,2,0,0,0,0,-2,1.35,6,0.286,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
KnuckleBall,5,1,0,4,0,2,1,0,0,0,0,3.68,18,0.33,1,-1,3,1,0,0,0,0,0,0,1,0,0,0,0,1
Fastball,5,1,0,1,0,0,2,0,1,1,0,3.41,42,0.225,14,1,11,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,5,1,1,1,2,2,1,1,0,0,-2,1.35,3,0.222,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,7,1,0,3,1,2,0,0,0,0,-3,1.71,5,0.191,3,-1,2,1,0,0,0,1,0,0,0,0,1,0,0,0
ChangeUp,8,1,1,7,2,0,1,0,0,0,0,4.21,15,0.289,2,-1,7,4,0,0,0,0,0,1,0,0,0,0,1,0
Fastball,9,1,0,2,0,2,2,1,0,1,1,3.97,26,0.201,8,1,7,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,9,1,1,3,0,0,1,0,0,0,0,3.68,36,0.222,7,-1,9,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,2,1,1,6,0,0,0,1,0,0,0,4.21,50,0.282,12,-1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,8,1,1,5,0,0,1,0,1,0,-1,1.8,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,3,1,0,1,1,1,1,0,0,0,0,4.82,31,0.279,4,-1,5,4,0,0,0,1,0,0,0,0,0,1,0,0
Fastball,4,1,1,3,3,2,2,0,0,0,4,0.84,9,0.304,3,-1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
KnuckleBall,7,1,0,2,0,2,0,0,1,1,1,4.97,8,0.246,3,-1,4,2,0,0,0,0,0,0,1,0,0,0,0,1
KnuckleBall,9,1,0,2,1,2,0,0,0,0,-3,3.8,13,0.232,5,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0
KnuckleBall,5,1,0,2,2,2,1,1,1,0,-5,1.71,1,0.4,0,-1,2,1,0,0,0,0,1,0,0,0,0,1,0,0
KnuckleBall,8,1,1,3,0,2,0,0,1,0,0,3.73,44,0.264,6,1,9,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,3,1,1,7,3,1,0,0,0,0,4,3.68,89,0.302,31,-1,9,5,0,0,0,0,1,0,0,0,0,1,0,0
ChangeUp,8,1,0,7,2,2,1,0,1,0,0,3.36,21,0.156,6,1,12,5,0,0,0,0,1,0,0,0,0,0,1,0
Fastball,9,1,0,3,1,0,1,0,0,0,0,4.11,1,0.333,0,-1,7,5,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,7,1,0,4,1,0,2,1,0,1,1,4.82,16,0.225,4,-1,5,4,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,8,1,0,4,2,1,0,0,0,0,-4,4.18,17,0.278,3,1,7,4,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,5,1,1,2,1,0,0,0,0,0,0,5.2,23,0.265,6,1,5,2,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,1,1,0,4,1,2,0,1,1,1,-1,5.2,13,0.339,1,1,5,2,0,0,0,0,1,0,0,0,1,0,0,0
Fastball,3,1,0,1,0,2,2,1,0,0,2,3.4,98,0.263,32,-1,11,5,0,0,0,0,1,0,0,0,0,0,1,0
KnuckleBall,7,1,0,1,0,2,2,1,0,0,-3,3.8,7,0.213,3,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0
Slider/Cutter,1,1,1,3,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Fastball,2,1,0,6,0,0,0,1,0,0,8,3.55,48,0.275,8,1,10,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,3,1,0,1,1,0,1,1,0,0,0,4.18,1,0.115,1,1,7,4,0,0,0,0,1,0,0,1,0,0,0,0
KnuckleBall,2,1,1,4,0,1,2,1,1,1,-1,5.2,17,0.288,5,1,5,2,0,0,0,0,0,1,0,1,0,0,0,0
KnuckleBall,3,1,1,3,0,0,1,0,0,0,4,0.84,1,0.231,0,-1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,1,1,0,1,0,0,0,0,0,0,0,7.58,8,0.277,1,1,2,2,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,3,1,0,1,2,1,2,0,0,0,0,3.36,56,0.268,16,1,12,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,5,1,1,1,0,1,1,1,0,1,-1,4.53,23,0.214,11,-1,4,2,0,0,0,0,1,0,0,1,0,0,0,0
Slider/Cutter,4,1,0,2,0,0,0,0,0,0,1,4.97,25,0.229,6,-1,4,2,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,1,1,0,3,1,1,0,0,0,0,-1,3.36,67,0.275,15,1,12,5,0,0,0,1,0,0,0,0,0,1,0,0
Fastball,1,1,0,3,3,2,0,1,0,0,1,4.82,28,0.287,6,-1,5,4,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,7,1,1,1,0,0,1,1,0,0,-4,3.34,6,0.221,1,-1,4,2,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,3,1,1,4,0,1,0,0,0,0,2,3.97,12,0.277,4,-1,3,2,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,3,1,0,1,1,0,2,0,0,0,0,3.73,52,0.278,10,1,9,5,0,0,0,0,1,0,0,1,0,0,0,0
KnuckleBall,8,1,0,5,0,0,2,1,1,0,3,0.84,7,0.227,0,-1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,2,1,0,2,0,0,2,0,0,0,-2,3.38,9,0.179,2,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,1,1,1,8,0,0,1,0,0,0,1,1.8,3,0.368,1,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,9,1,0,2,0,0,2,1,1,1,0,5.2,7,0.241,0,1,5,2,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,4,1,0,1,0,0,1,0,1,1,-1,3.92,29,0.287,5,1,7,5,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,6,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,5,1,0,3,2,0,2,1,0,1,0,3.41,42,0.225,14,1,11,5,0,0,0,0,0,1,0,0,0,1,0,0
ChangeUp,5,1,0,2,1,0,1,1,1,0,-5,1.71,1,0.4,0,-1,2,1,0,0,0,1,0,0,0,1,0,0,0,0
ChangeUp,3,1,1,3,2,2,2,0,1,0,-1,4.11,56,0.246,14,-1,7,5,0,0,0,0,0,0,1,0,0,1,0,0
ChangeUp,4,1,1,4,0,0,0,0,0,0,4,3.4,94,0.264,21,-1,11,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,1,1,1,4,1,0,1,0,0,0,-1,3.8,14,0.276,1,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0
ChangeUp,4,1,0,1,2,0,1,1,1,0,0,3.41,24,0.31,4,1,11,5,0,0,0,1,0,0,0,0,0,1,0,0
Fastball,3,1,0,3,3,2,2,0,1,1,4,3.4,98,0.263,32,-1,11,5,0,0,0,0,0,1,0,0,0,1,0,0
KnuckleBall,2,1,1,4,1,0,2,0,1,0,-1,4.53,20,0.308,7,-1,4,2,0,0,0,0,1,0,0,1,0,0,0,0
KnuckleBall,6,1,0,4,0,0,1,0,0,1,1,4.82,23,0.223,7,-1,5,4,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,2,1,1,3,0,0,0,0,0,0,2,4.53,20,0.308,7,-1,4,2,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,2,1,1,1,2,1,1,0,0,0,0,7.58,11,0.237,4,1,2,2,0,0,0,0,0,1,0,0,0,1,0,0
KnuckleBall,6,1,1,2,0,2,1,0,0,0,2,3.4,35,0.232,9,-1,11,5,0,0,0,0,1,0,0,0,0,1,0,0
Slider/Cutter,8,1,1,5,0,0,2,0,1,0,3,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,8,1,0,3,0,1,2,1,1,0,-3,3.8,4,0.167,3,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0
Slider/Cutter,1,1,0,3,0,1,1,0,0,0,-1,3.68,8,0.268,3,-1,3,1,0,0,0,0,0,1,0,1,0,0,0,0
KnuckleBall,3,1,0,5,0,2,0,0,0,0,-3,4.18,1,0.115,1,1,7,4,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,9,1,1,3,1,2,1,1,0,1,-1,3.55,38,0.222,11,1,10,5,0,0,0,0,0,1,0,0,0,0,1,0
KnuckleBall,7,1,1,1,0,1,1,1,0,0,-4,3.34,6,0.221,1,-1,4,2,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,4,1,0,1,2,0,2,0,1,0,0,3.97,16,0.261,1,-1,3,2,0,0,0,0,1,0,0,0,1,0,0,0
Fastball,1,1,0,1,1,0,0,0,0,0,0,5.68,9,0.229,1,1,4,7,0,0,0,0,1,0,0,1,0,0,0,0
Slider/Cutter,2,1,1,1,0,0,1,0,0,0,1,4.97,29,0.261,10,-1,4,2,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,2,1,0,2,0,1,2,0,0,0,-2,3.38,9,0.179,2,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0
ChangeUp,1,1,0,4,1,2,0,0,0,0,-3,1.71,2,0.25,0,-1,2,1,0,0,0,0,1,0,0,0,1,0,0,0
Fastball,3,1,1,1,0,0,0,0,1,0,-1,4.53,21,0.331,2,-1,4,2,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,7,1,0,6,0,1,2,1,0,1,-1,4.11,20,0.246,5,1,7,4,0,0,0,0,0,1,0,1,0,0,0,0
Fastball,6,1,0,4,1,0,2,0,0,0,-1,3.36,58,0.217,21,1,12,5,0,0,0,0,0,0,1,1,0,0,0,0
Fastball,4,1,0,4,1,1,1,0,0,0,-1,1.8,1,0.176,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Fastball,7,1,0,6,0,0,2,0,0,1,2,4.97,8,0.246,3,-1,4,2,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,1,1,1,2,2,0,0,0,0,0,2,3.34,5,0.3,2,-1,4,2,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,7,1,0,2,1,1,0,0,1,0,1,3.92,8,0.314,1,1,7,5,0,0,0,0,1,0,0,0,0,1,0,0
KnuckleBall,9,1,1,2,2,2,1,0,0,0,-1,4.03,25,0.267,5,-1,7,5,0,0,0,0,0,1,0,0,0,1,0,0
Fastball,8,1,1,2,1,2,0,1,0,0,-4,4.63,19,0.202,3,-1,5,2,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,4,1,0,6,1,0,1,0,0,0,1,4.82,35,0.25,12,-1,5,4,0,0,0,1,0,0,0,1,0,0,0,0
ChangeUp,1,1,1,5,2,2,0,1,0,0,3,3.4,11,0.288,4,-1,11,5,0,0,0,0,0,0,1,0,0,1,0,0
KnuckleBall,8,1,1,3,1,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Fastball,4,1,1,1,1,1,1,0,0,1,-1,3.55,59,0.251,15,1,11,2,0,0,0,0,1,0,0,0,1,0,0,0
ChangeUp,4,1,1,4,2,0,1,0,0,0,0,3.68,17,0.276,3,-1,3,1,0,0,0,1,0,0,0,0,0,0,0,1
KnuckleBall,3,1,0,3,1,2,2,0,0,0,1,3.97,62,0.33,8,1,7,5,0,0,0,0,0,1,0,0,0,1,0,0
Fastball,6,1,0,7,0,0,0,0,0,0,3,4.82,23,0.223,7,-1,5,4,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,2,1,0,1,0,0,0,0,0,0,2,3.4,23,0.26,3,-1,11,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,9,1,0,5,3,1,1,0,0,0,2,5.16,1,0.19,0,1,10,11,0,0,0,0,1,0,0,0,0,1,0,0
ChangeUp,2,1,0,1,2,2,1,0,0,0,1,0.84,3,0.13,2,-1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
ChangeUp,7,1,0,2,0,1,1,1,1,0,0,4.11,20,0.246,5,1,7,4,0,0,0,1,0,0,0,1,0,0,0,0
KnuckleBall,4,1,1,1,2,2,2,1,0,0,0,1.35,0,0.162,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,9,1,0,3,0,0,1,0,0,0,0,1.35,0,0.053,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,5,1,0,1,2,2,0,0,0,0,-3,3.8,9,0.169,2,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,9,1,0,4,2,2,1,1,1,0,3,0.84,0,0,0,-1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
KnuckleBall,7,1,0,5,1,0,0,0,0,0,2,3.97,17,0.161,4,-1,3,2,0,0,0,0,0,1,0,1,0,0,0,0
Fastball,8,1,0,7,0,1,1,1,0,0,3,4.82,29,0.268,6,-1,5,4,0,0,0,1,0,0,0,1,0,0,0,0
Fastball,9,1,1,3,3,2,1,0,0,0,4,3.78,15,0.219,3,1,8,5,0,0,0,1,0,0,0,0,0,1,0,0
Fastball,9,1,0,4,0,0,2,1,0,0,4,3.36,1,0.135,1,1,11,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,0,1,0,6,0,1,0,0,0,0,4,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,1,1,0,3,1,2,1,0,0,0,0,4.11,31,0.291,7,-1,7,5,0,0,0,0,0,1,0,0,0,0,1,0
ChangeUp,1,1,0,5,1,0,1,1,0,0,1,3.68,8,0.268,3,-1,3,1,0,0,0,0,0,0,1,1,0,0,0,0
Fastball,1,1,0,3,0,2,0,1,0,0,0,4.11,36,0.281,8,1,7,4,0,0,0,0,1,0,0,0,1,0,0,0
KnuckleBall,3,1,1,6,0,1,1,0,0,0,0,1.8,3,0.375,1,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,9,1,1,3,1,1,0,0,0,1,-2,3.73,6,0.289,1,1,9,5,0,0,0,0,0,1,0,0,0,1,0,0
Fastball,4,1,1,4,0,0,0,1,0,0,0,1.35,0,0.162,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,2,1,0,3,1,1,0,0,0,0,4,0.84,3,0.13,2,-1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
Slider/Cutter,4,1,1,7,0,0,0,0,0,0,-2,7.58,4,0.293,1,1,2,2,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,7,1,1,6,1,0,0,0,0,0,-2,4.53,16,0.227,6,-1,4,2,0,0,0,0,0,0,1,1,0,0,0,0
Fastball,8,1,0,6,3,0,1,0,0,0,-1,5.2,14,0.218,2,1,5,2,0,0,0,0,1,0,0,0,0,0,0,1
Fastball,7,1,1,5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,8,1,0,5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,2,1,0,1,2,0,0,1,0,0,0,3.8,9,0.244,2,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0
KnuckleBall,3,1,1,5,0,0,0,0,0,0,-2,3.38,14,0.297,4,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,7,1,0,5,1,1,0,0,0,0,1,3.97,18,0.209,5,1,7,5,0,0,0,0,0,1,0,0,0,0,0,1
Fastball,5,1,0,2,1,0,1,0,0,0,0,7.58,4,0.333,1,1,2,2,0,0,0,0,0,1,0,1,0,0,0,0
Slider/Cutter,7,1,0,7,3,2,0,1,0,0,1,3.68,8,0.214,2,-1,3,1,0,0,0,0,0,0,1,0,0,0,1,0
Slider/Cutter,3,1,0,1,2,1,2,0,0,0,0,4.66,61,0.282,14,1,8,7,0,0,0,0,0,1,0,0,0,0,1,0
Fastball,4,1,1,3,3,1,2,0,0,0,4,0.84,9,0.304,3,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
Fastball,4,1,1,1,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
KnuckleBall,5,1,1,3,0,1,0,1,0,0,-1,1.35,3,0.222,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
ChangeUp,3,1,1,6,0,0,1,0,0,0,-2,1.35,6,0.267,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,9,1,1,3,0,1,0,0,0,0,0,4.11,4,0.275,0,1,7,4,0,0,0,0,0,0,1,1,0,0,0,0
KnuckleBall,3,1,1,4,0,1,1,0,0,0,-3,1.71,13,0.262,6,-1,2,1,0,0,0,0,0,1,0,1,0,0,0,0
Fastball,3,1,0,1,0,0,1,1,0,0,0,4.18,1,0.115,1,1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,8,1,1,4,1,1,0,1,1,0,0,3.92,34,0.245,6,1,7,5,0,0,0,0,1,0,0,0,0,1,0,0
Slider/Cutter,3,1,0,4,1,0,1,0,0,0,0,7.58,8,0.212,0,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0
Slider/Cutter,8,1,0,5,3,2,2,1,1,0,3,0.84,7,0.227,0,-1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
Slider/Cutter,8,1,0,5,0,0,0,0,0,0,1,4.82,29,0.268,6,-1,5,4,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,4,1,1,1,2,2,0,0,0,0,-2,1.35,5,0.3,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,2,1,1,8,0,2,2,0,0,0,1,1.8,6,0.313,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Slider/Cutter,1,1,1,2,0,1,2,1,1,1,0,4.97,17,0.324,2,-1,4,2,0,0,0,1,0,0,0,1,0,0,0,0
Fastball,8,1,0,4,3,2,0,0,0,0,-4,4.18,17,0.278,3,1,7,4,0,0,0,0,1,0,0,0,0,1,0,0
KnuckleBall,5,1,0,1,1,1,2,0,0,0,-2,3.68,18,0.33,1,-1,3,1,0,0,0,1,0,0,0,0,1,0,0,0
Fastball,6,1,0,4,1,2,0,0,0,1,-2,4.91,24,0.256,3,1,5,3,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,2,1,1,2,2,0,2,0,1,0,-1,3.92,76,0.302,24,1,7,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,5,1,0,3,0,2,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Fastball,7,1,0,4,2,2,2,1,0,1,-2,3.73,18,0.171,4,1,9,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,6,1,1,2,0,1,2,0,0,0,0,3.55,20,0.243,5,1,10,5,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,4,1,1,1,1,0,0,0,0,1,-1,4.53,26,0.32,10,-1,4,2,0,0,0,0,1,0,0,1,0,0,0,0
KnuckleBall,9,1,1,3,1,0,0,0,0,1,-2,3.73,6,0.289,1,1,9,5,0,0,0,0,1,0,0,1,0,0,0,0
ChangeUp,4,1,0,6,0,0,2,0,0,0,-1,3.73,52,0.227,19,1,9,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,7,1,1,5,1,2,0,0,0,0,2,7.71,5,0.313,0,-1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
Fastball,7,1,1,2,1,2,0,0,0,0,-1,4.03,33,0.25,5,-1,7,5,0,0,0,0,1,0,0,0,1,0,0,0
Slider/Cutter,1,1,0,4,1,0,2,1,0,1,3,0.84,5,0.273,2,-1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
Slider/Cutter,6,1,1,2,0,1,1,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
KnuckleBall,1,1,0,2,1,1,1,1,0,0,-1,4.03,26,0.288,11,-1,7,5,0,0,0,0,1,0,0,0,0,1,0,0
Slider/Cutter,2,1,1,8,0,0,2,0,0,0,1,1.8,6,0.313,2,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,5,1,0,2,2,1,1,1,1,0,-5,1.71,1,0.4,0,-1,2,1,0,0,0,0,1,0,0,0,1,0,0,0
Fastball,4,1,0,3,1,0,1,1,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Slider/Cutter,4,1,1,1,2,1,1,0,1,0,-1,4.91,54,0.257,20,1,5,3,0,0,0,0,1,0,0,0,1,0,0,0
Fastball,7,1,0,6,1,2,1,0,0,0,-1,5.2,27,0.273,4,1,5,2,0,0,0,1,0,0,0,0,0,0,0,1
Slider/Cutter,5,1,0,4,0,1,1,0,0,0,0,3.68,18,0.33,1,-1,3,1,0,0,0,0,0,0,1,1,0,0,0,0
Fastball,4,1,0,5,0,0,1,0,1,0,-2,3.38,15,0.194,6,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,3,1,0,1,1,0,0,1,0,0,-2,3.29,102,0.264,34,1,12,5,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,5,1,1,4,1,2,2,1,0,0,5,3.78,47,0.254,15,1,8,5,0,0,0,1,0,0,0,0,0,1,0,0
Fastball,9,1,0,3,0,0,1,0,0,0,0,4.11,1,0.333,0,-1,7,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,1,1,1,1,0,0,0,0,0,0,0,1.8,3,0.368,1,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,2,1,0,5,3,2,0,0,0,0,-2,3.38,9,0.179,2,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0
Fastball,2,1,0,1,1,1,0,0,0,0,2,3.4,23,0.26,3,-1,11,5,0,0,0,0,1,0,0,0,0,0,0,1
Fastball,5,1,1,5,1,1,2,0,0,0,-1,5.2,23,0.265,6,1,5,2,0,0,0,0,0,0,1,0,0,1,0,0
KnuckleBall,2,1,1,5,1,2,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,5,1,1,4,1,0,2,1,0,0,5,3.78,47,0.254,15,1,8,5,0,0,0,1,0,0,0,1,0,0,0,0
Slider/Cutter,7,1,0,6,0,2,2,0,0,1,2,4.97,8,0.246,3,-1,4,2,0,0,0,0,1,0,0,0,0,0,0,1
Fastball,7,1,0,2,1,2,2,0,0,0,0,4.11,34,0.239,4,-1,7,5,0,0,0,0,1,0,0,0,0,0,0,1
