"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeChangeUp","prev_pitch_typeCurveBall","prev_pitch_typeFastball","prev_pitch_typeSlider.Cutter","prevprev_pitch_type0","prevprev_pitch_typeChangeUp","prevprev_pitch_typeCurveBall","prevprev_pitch_typeFastball","prevprev_pitch_typeSlider.Cutter"
"Fastball",17,"1","1",4,"3","0",0,1,0,0,-1,3.17,19,0.218,2,-1,7,6,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",11,"1","1",3,"3","2",0,0,1,0,4,2.08,37,0.255,10,-1,8,2,0,0,0,0,0,0,1,0,0,0,1,0
"Fastball",24,"1","0",6,"1","0",1,0,1,0,-3,3.18,17,0.22,7,-1,1,1,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",17,"1","1",4,"1","1",2,0,0,0,0,0,0,0,0,-1,0,0,3,3,0,0,0,1,0,0,0,0,1,0
"Fastball",23,"1","0",6,"0","2",2,0,0,0,3,3.38,17,0.302,2,1,3,4,0,0,0,0,0,1,0,0,1,0,0,0
"Fastball",10,"1","0",3,"1","1",1,0,0,0,0,0,7,0.271,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",16,"1","1",4,"3","1",1,1,1,0,-1,3.77,25,0.282,4,1,2,3,0,0,0,0,0,1,0,0,0,1,0,0
"Fastball",27,"1","0",8,"1","2",1,0,0,0,11,3.39,4,0.152,0,-1,8,7,0,0,0,0,0,1,0,0,1,0,0,0
"Fastball",8,"1","1",2,"0","0",2,0,1,0,0,4.03,0,0.217,0,1,2,4,4,4,1,0,0,0,0,1,0,0,0,0
"Fastball",23,"1","1",6,"2","2",2,0,1,0,0,1.84,27,0.213,12,-1,5,2,0,0,0,0,0,0,1,0,0,0,1,0
"Fastball",16,"1","0",4,"0","0",1,0,0,0,0,0,4,0.202,3,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",3,"1","0",1,"1","1",2,0,0,0,0,0,2,0.25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Fastball",8,"1","1",2,"1","0",2,0,0,0,3,3.38,21,0.249,6,1,3,4,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",15,"1","1",4,"0","1",0,0,0,0,0,0,19,0.276,3,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",25,"1","0",6,"0","0",2,0,1,0,-5,3.2,22,0.229,7,1,8,6,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",8,"1","1",2,"0","0",1,0,0,0,1,3.01,3,0.212,1,1,6,6,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",9,"1","1",3,"1","2",0,1,1,0,1,3.11,1,0.222,0,-1,4,4,6,5,0,0,0,1,0,0,0,0,1,0
"Fastball",12,"1","0",3,"0","2",2,1,1,0,2,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
